Job role,Company,Location,Experience Level,Posted time ago,Job Type,Job Function category,Industry Category,Job Description
E-Commerce Specialist,SharkNinja,"Mississauga, Ontario, Canada",Entry level,5 days ago,Full-time,Management and Manufacturing,Manufacturing,"Our purpose is to positively impact people’s lives every day in every home around the world! We work very hard to provide our consumers with high-quality, exciting 5-star products that make life easier. We thrive on passion and innovation and are looking for great people, with great ideas, who want to build the next big thing and develop while they do.This is a hybrid role based in our Mississagua OfficeWe are seeking an experienced ecommerce specialist to join our DTC team. Candidate will work on maintaining site promotions, enhancements, and category/PDP builds. Candidate will also work on projects with global teams to bring the best site experience to our customers and help us hit our financial goalsDuties and Responsibilities:Website Maintenance & ManagementMonitoring the day-to-day activity on the site and its overall performanceEnsuring all pricing is uploaded with banners as well as product/category set-upsMerchandising and website storefront management – including information and imagery uploads and editsContent & promotional calendar updated monthlyCRM management inclusive of strategy building & weekly/monthly maintenance in English & French speaking Canada.Working to ensure that inventory and forecast align with sell throughWork with cross-functional teams on online assortment strategy and promotions for all SKU’s for both brands, including parts & accessories.Manage online pricing strategy for D2C for both Shark & Ninja including price comparison analysis and competition researchWork with creative team to help, manage and control customers digital perception of both Shark & Ninja brands, to ensure they follow brand strategy and protocols.Reporting and AnalyticsDetermine appropriate goals and key performance indicators for seasonal campaignsEnsuring all website analytics are up to date and presented on a weekly basis. Google analytics experience preferred, ContentSquare and Excel reporting.Manage inventory reporting, allocation, and replenishment for our Canadian D2C site(s).Develop weekly, monthly, quarterly, and yearly performance reportsAttributes and Skills: Passionate with a positive “can-do” attitudeWell versed in the digital landscape with an emphasis on e-commerce & e-commerce platforms.Must be proactive, highly detail oriented and organized and possess strong organizational and time management skills, ability to multi-task and deadline orientedExcellent written and grammar skillsCompetency with MS Office, intermediate proficiency with Excel requiredComfortable working with budgets and numbers, with an ability to organize data, interpret metrics and identify trendsEducation and Experience Required:Bachelor’s degree in related field such as E-Commerce, Digital Marketing, Marketing, and/or CommunicationsGoogle Analytics (GA4), digital media, programmatic or marketing analytics/research certifications would be an assetMinimum 3 years of experience in a digital marketing, media role or at a media agency desiredIntermediate French language skills is a plusExperience in Ecommerce, site merchandising, promotional rhythm and CRM programs is desirableProven understanding and experience working around website promotional readinessAt SharkNinja, Diversity, Equity, and Inclusion are vital to our global success. Valuing each unique voice and blending all of our diverse skills strengthens SharkNinja’s innovation every day. We support ALL associates in bringing their authentic selves to work, making an impact, and having the opportunity for career acceleration. With help from our leadership, associates, and our community, we aim to have equity be a key component of the SharkNinja DNA.YOUR ROLE in leading our SUCCESS DRIVERS & representing our UNIQUE MINDSETLead us to be “RARELY SATISFIED” Make things better each day; “PROGRESS OVER PERFECTION”Use your knowledge of our consumer, understand that “DETAILS MAKE THE DIFFERENCE”Deliver something great; “WINNING IS A TEAM SPORT”Be clear and honest, “COMMUNICATING FOR IMPACT” Explore SharkNinja on our social channels:InstagramLinkedInSharkNinja's Candidate Privacy Notice can be found here: https://www.sharkninja.com/candidate-privacy-notice/We do not discriminate on the basis of race, religion, color, national origin, sex, gender, gender expression, sexual orientation, age, marital status, veteran status, disability, or any other class protected by legislation, and local law. SharkNinja will consider reasonable accommodations consistent with legislation, and local law. If you require a reasonable accommodation to participate in the job application or interview process, please contact SharkNinja People & Culture at accommodations@sharkninja.com"
"Director, Loyalty",Indigo,"Toronto, Ontario, Canada",Director,3 days ago,Full-time,Business Development and Marketing,Retail,"Dedicated to telling stories and creating experiences, Indigo is always looking for bright, energetic and customer-focused people who can help bring our exciting mission to life in one of our more than 170 Indigo, Indigospirit, Chapters and Coles stores across Canada. We offer a variety of exciting opportunities at our retail stores, distribution centres, and home office for people who share our passions and want to be part of a dynamic and enriching culture.WHO WE AREWe love books and all things beautifulWe are Canada’s Cultural Department StoreBooks are our heart and our soul and Great Books are JUST the Beginning…We play by the following rules:We exist to add joy to our customers’ lives each and every time they interact with us and our productsOur job is to create joyful moments for our customersWe treat each other the way we’d treat a valued friendWe inspire each other to do our best workWe seek to ignite creativity and innovation every dayWe give back to the communities in which we operateJob DescriptionAs the Marketing Director of Loyalty at Indigo, your mission is to drive sales, profit, and lifetime value by developing a comprehensive strategy that rewards and engages our members. You will focus on driving growth in plum and plum+ memberships through a combination of acquisition and engagement strategies, including retention, spend, and frequency initiatives. Your responsibilities include developing a program design and technology roadmap for personalization and continuous development of all plum tiers and collaborating closely with cross-functional partners to ensure flawless execution. Additionally, you will spearhead the development of a community engagement strategy that nurtures the emotional connection with our members through various initiatives such as online member hubs, reviews, plum newsletters, events/experiences, and partnerships with other brands. Furthermore, you will play a crucial role as a member of the Marketing Leadership Team in the development of a coordinated, highly productive omni-channel marketing game plan.KEY PERFORMANCE METRICSMeasured improvement in plum and plum+ enrollment numbers.plum+ member retention, spend, frequency and point redemption.Customer response and engagement in CRM and targeted offersOverall loyalty program profitabilityGrowing our addressable base (ie/plum and plum+ members with email)Team engagementKEY ACCOUNTABILITIESStrategicDevelop program design and technology roadmap for personalization and continuous development of all plum tiers, working closely with cross-functional partners to ensure successful execution.Lead the development and implementation of innovative CRM/data-driven marketing strategies, leveraging personalized offers and deep customer insights to enhance member engagement and loyalty.Drive sales, profit, and lifetime value by developing a strategy that rewards and engages our best customers.Build community engagement strategy to nurture the emotional connection with our customers (e.g., online member hub, plum newsletter, exclusive events and experiences, partner brands, customer co-creation)Develop promotional strategy and program of plum personalized offers to improve customer engagement and value perception.Build critical mass in the plum+ tier by adding new benefits to the program to build members acquisition and renewal rate.Increase number of members who redeem points by removing friction online and in-store.Maintain a high level of strategic foresight by identifying customer and business needs, and adjusting departmental and team objectives accordingly.FunctionalFurther develop the existing contact strategy across channels that builds the long-term customer relationship, synergies with marketing priorities, advances the level of relevance/personalization for our customers and drives near-term revenue/profit goals.Manage strategy, planning, execution and measurement of Indigo’s CRM and targeted campaigns.Manage ongoing updates to program Terms & Conditions, in partnership with the legal team.Set and adhere to the annual plum OPEX and bonus points budget.Challenge the status quo by consistently identifying areas for improvement, diagnosing issues and working to resolve them.PeopleLead and engage team to deliver strategic objectives through effective coaching and mentoring, identifying, and developing emerging talent, and fostering an innovative, collaborative, and agile culture.Foster a culture of innovation and continuous improvement focusing on customer experience.Accountable for the overall engagement, productivity, turnover and bench strength of the teamCollaborate with others to drive flexible and iterative solutions quickly and easily.Share technical knowledge with others and actively seek to learn from those more knowledgeable than yourself.CulturalCelebrate diversity of thought and have an open mindset.Take an active role in fostering a culture of continual learning, taking risks without fearing making mistakes.Embrace, champion, and influence change through your team and/or the organization.SCOPEReports to: Chief Marketing OfficerKEY RELATIONSHIPSInternal:Customer IntelligenceDigital MarketingMarketing StrategyMerchandisingSite ExperienceProgramming & EventsData Science OperationsRetail Strategy & OperationsExternal:Third-party consultants/vendors, including potential financial partners for loyalty, technical vendors for CRM/loyalty, and marketing agencies (e.g., direct mail providers, consumer research); partner brands.QualificationsWork Experience / Education / Certifications10+ years of demonstrated experience in loyalty and/or CRM/data-driven marketing, in increasingly senior positions having worked for organization(s) with deep customer loyalty credentials.3+ years’ people-management & leadership experiencePost-secondary education in Marketing, Business or a related disciplineStrong knowledge of CRM data environments and personalized offersExceptional leader with ability to attract, retain and inspire the best talent.Ability to work collaboratively in a high performance organization.Competencies / Skills / AttributesStrong drive and results oriented, with a focus on continual improvementDemonstrated passion for customer advocacyStrong quantitative analytical skillsCustomer-centric approachCreative and innovative approach to problem solvingWillingness to accept accountability and ownershipAbility to collaborate and build strong relationships with cross-functional partners.Passionate reader committed to literacy and connecting customers to the world of ideas and culture.Additional informationAt Indigo, we are committed to our communities, our customers, and each other; together we can make a positive impact. We know that fostering diversity and inclusion brings out your full potential and creates a joyful and welcoming environment for everyone. We are driven to be an equitable employer, which highly values your diverse backgrounds, experiences, and perspectives. We believe that you, in all your uniqueness, belong at Indigo. We welcome all applicants and encourage applications from individuals who identify as Black, Indigenous, a person of colour, LGBTQ2+ and people with disabilities. Accommodations are available upon request to individuals who self-identify as having a disability or special need. Please contact Human Resources at Support-HR@indigo.ca if you require an accommodation at any time during the recruitment process.WELCOME HOME"
Data Entry Assistant Junior - Remote,Seek 2 Thrive,"Montreal, Quebec, Canada",Entry level,3 days ago,Part-time,Administrative,Financial Services,"Only accepting applicants here: seekmate.netOur team is on the lookout for proactive individuals to join our Data Entry department, playing a pivotal role in various projects such as healthcare research, e-commerce optimization, and customer satisfaction analysis.The Data Entry positions we offer are highly flexible, giving you the freedom to work remotely, perfect for those interested in earning extra income from their chosen environment, or to work within the structured and interactive setting of our office spaces.Role ExpectationsBe prepared and logged into your workstation, whether it's online or on-site, 10 minutes before the start of your shift.Accurately complete data entry tasks, adhering to the specific guidelines set for each project, whether instructions are verbal or written.Handle the unique data processing requirements for each project, which may include tasks such as organizing and entering data related to products or services after an initial assessment.Consistently meet the high standards of data accuracy required by each project.Requirements For SuccessA computer or smartphone with a reliable camera is necessary.An uninterrupted and fast internet connection is essential.Ability to accurately follow detailed instructions.Previous data entry experience is a plus but not a necessity.Team Member PerksThe choice of remote or in-office work to best fit your lifestyle.Remote work eliminates the need for commuting, saving both time and money.Flexible hours to suit your schedule, with options for both full-time and part-time roles.The opportunity to test new products in specific projects, offering direct experience with upcoming innovations.Early access to new products or services, providing a chance to offer feedback before their official launch.This is a part-time, remote position ideal for individuals looking for flexible, temporary employment opportunities from their home. Prior experience in data curation is not necessary, offering a fantastic avenue for earning additional income through flexible remote tasks.Important: This role is intended for earning supplemental income and is not a full-time job opportunity."
Store Manager | Pacific Center,Diptyque Paris,"Vancouver, British Columbia, Canada",Not Applicable,3 days ago,Full-time,"Sales, Management, and General Business",Retail Luxury Goods and Jewelry and Personal Care Product Manufacturing,"DIPTYQUE Paris Luxury Fragrance House has established itself as one of the most renowned, leading fragrance houses within the luxury market today. Founded in 1961, the Maison is known for its mix of iconic scented candles, personal fragrances, bath and body products, and home décor. Its flagship boutique is in Paris’ 5th arrondissement at 34 Boulevard Saint Germain.This role will oversee the NEW Diptyque Pacific Center Boutique - Opening July 2024Job responsibilities include, but are not limited to:Drive store sales results to reach goals daily and achieve company targetsAssist with team recruitment, training, and developing an effective sales teamCoach and develop successful associatesEffective communication with all levels of upper managementManage staff scheduling and approve weekly payrollProvide constructive feedback, resolve all concerns and take disciplinary action as needed Maintain strong product knowledge of the brandImplement and maintain visual and merchandise standardsBuild and maintain strong relationships with the team, customers, and colleaguesPrepare daily, weekly, and monthly reports Suggest and implement business plans that will increase profitabilityDevelop and execute store eventsEnsure company policy and procedures are adhered toOversee store operations, including, but not limited to maintaining stock (organization, replenishment, and inventory control) and store cleanliness and general housekeeping Ad hoc projects as assignedJob Requirements:Previous luxury retail experience a must;Familiarity with this particular customer base a strong plusStrong business accountability and follow throughProven ability to drive sales resultsCoaching and staff development experienceExperience creating and maintaining a strong clientele baseStrong communication skills, both written and verbal Flexibility to work nights and evenings as needed"
Online Marketing Specialist Remote,Steps to Awakening Your Potential,"Toronto, Ontario, Canada",Not Applicable,5 days ago,Other,Marketing and Sales,Advertising Services,"Elevate Your Career as a Remote Online Marketing SpecialistAre you a results-driven online marketing specialist looking to take your career to new heights while working from anywhere in the world? We're thrilled to invite you to join our team as a Remote Online Marketing Specialist. This role offers you the freedom to excel in a dynamic, virtual environment while making a significant impact.Your Role Digital Marketing: Craft and execute cutting-edge online marketing strategies. Work from Anywhere: Embrace the flexibility to work from your chosen location. Global Opportunities: Your reach knows no bounds. Endless Growth: Unlock a world of growth potential. Full or Part-Time: Customize your work hours to fit your lifestyle. Minimal Requirements: All you need are a computer, internet connection, a phone and your passion for online marketing. Guidance and Resources: Benefit from our expert guidance and comprehensive resources. Continuous Learning: Stay ahead with access to ongoing training and support. Earning Potential: Your earning potential is boundless, with room to grow.Qualifications Results-Oriented: Driven to achieve outstanding results. Self-Motivated: Thrive in a remote and flexible work environment. Digital Marketing Enthusiasm: A genuine passion for all things online marketing. Communication Skills: Proficient in written and spoken English. Positive Attitude: Exude positivity in all your endeavors. Entrepreneurial Spirit: An entrepreneurial mindset and a desire to succeed. Commitment: Dedication to making a difference. Adaptability: Willingness to embrace change and innovation.Please Note This role is designed for remote work, offering the freedom to work from anywhere. Not suitable for students At least 2 years of relevant work experience is required. This is not your typical 9-to-5 job; it's an opportunity where your income is directly tied to your marketing successes.Ready to Transform Your Career? Apply Now"
Junior Data Entry Specialist (Remote),Seek 2 Thrive,"Toronto, Ontario, Canada",Entry level,1 day ago,Part-time,Administrative,Financial Services,"Only accepting applicants here: seekmate.netWe're seeking vibrant individuals to enhance our Data Entry team, which supports a variety of initiatives including but not limited to healthcare research, e-commerce advancements, and customer insight projects.Our Data Entry opportunities are designed with your flexibility in mind, offering the option to work remotely — a fantastic way to earn extra income from your desired location, or to join the collaborative atmosphere of our office environment for those who prefer traditional work settings.Role ResponsibilitiesLog into your designated work area, whether it's a virtual platform or an on-site location, 10 minutes before your shift starts to ensure a timely beginning.Perform data entry with meticulous attention to detail, adhering to the specific guidelines for each project, whether instructions are delivered verbally or in written form.Address the distinct data handling needs of each project, which may involve tasks such as organizing and entering data related to various services or products after an initial review.Strive to maintain the high levels of data accuracy required for each project.Candidate SpecificationsAccess to a computer or a smartphone with a reliable camera is essential.A stable and robust internet connection is necessary.Proficiency in following complex instructions with high accuracy.Prior experience in the field of data entry is advantageous but not mandatory.What We OfferThe choice to work remotely or in our office premises, based on your personal preference.The remote work setup provides a commute-free lifestyle, saving both time and money.Flexible working schedules are available to accommodate both full-time and part-time commitments.Opportunities to engage with new products in specific projects, offering direct interaction with upcoming market releases.Early access to provide insights and feedback on new products or services before their official launch.This is a part-time, remote position ideal for individuals looking for flexible, temporary employment opportunities from their home. Prior experience in data curation is not necessary, offering a fantastic avenue for earning additional income through flexible remote tasks.Important: This role is intended for earning supplemental income and is not a full-time job opportunity."
Lead Product Manager,Neo Financial,"Winnipeg, Manitoba, Canada",Mid-Senior level,2 days ago,Full-time,Product Management and Marketing,Financial Services,"Come Build a Better Financial Future for all Canadians At Neo, we're building a more rewarding financial experience for all Canadians.Life at a rapidly expanding tech startup is demanding, exhilarating, and not for everyone.From world-class creative minds to brilliant engineers, it's high-performing people that make Neo a workplace with passion and purpose.Since being founded in 2019, Neo has built incredible traction and is one of the fastest growing fintechs in Canada.LinkedIn's Top Startup in Canada for 2022 and 2023Top-ranked mobile apps and credit cardsCanada's top-rated credit cardTeam of 700+ people1M+ customers in 3 years 11K+ retail partnersHigh Performance at NeoWe recruit, hire, and build our company culture around these attributes:Teamwork: We trust, respect, encourage, and show up for each other — through good times and hard. We're on this mission not just for ourselves, but also for the people we work with — and ultimately, for our customers.Ownership: We all have a stake in Neo's success — so we go out of our way to do what needs to get done. We hold ourselves accountable to deliver on our commitments — to our customers, to our partners, and to our team. When we fall short, we find a way to do better in the future.Professional Integrity: We're asking millions of Canadians to trust us with their hard-earned money — so we hold ourselves (and each other) to the highest standards of integrity.The roleNeo Financial is looking for a full-time Lead Product Manager to join our team in Winnipeg, MB to run one of our Financial Product verticals. Our Product Managers are embedded with our agile development teams to guide products from conception to launch. In this role, you'll have the opportunity to work closely with key stakeholders across the company to identify and execute against opportunities to grow our customer base and drive engagement with Neo's suite of financial products, including the Neo Card and Neo Savings accounts, as well as future products and services.What You'll Be DoingHelp define the product vision and strategy, and translate that vision into a clear product roadmap to drive growth and engagementWork closely with engineering, product marketing, UX research, and product design teams to build the best Financial Services products in the marketEngage with third party banking and technology partners to coordinate plans and roadmaps that will support continued product innovationDevelop a deep understanding of our financial product stack from a user, technical, operations, business and design perspective; use that understanding to bring high-impact opportunities to the product roadmapOwn the execution of your team's projects; excelling at keeping the product ticket backlog up-to-date and prioritized, integrating projects into sprints, release management, gathering feedback and iterating on releasesResponsible for gathering feedback and communicating ongoing developments of the product across the company; working closely with our marketing, operations, finance and compliance teams to identify and execute against the highest value opportunitiesSupport team members within your product group, while working towards adding value across product functions, contributing to longer-term product roadmapsWho We Are Looking ForA minimum of 4 years of experience working with software productsPrior start-up or product experience, business analyst, management consulting, systems or engineering backgroundCapable of executing high-value projects with multiple stakeholders, while dealing with competing prioritiesTaking ownership over your work and outcomes with a passion for building world-class products with a world-class teamExperience working within financial technology companies or banking is an assetWorking at NeoJoining Neo means betting on yourself and discovering your full potential. As individuals and as a team, we continually challenge ourselves and each other to do our best work. We're making change happen at a rapid pace — providing endless opportunities to sharpen your skills, expand your knowledge, and find new solutions to complex problems. That means rapid career progression and constant learning opportunities.The people who thrive at Neo are resourceful, relentless, and want to win. We hold ourselves to high standards, because we're on a mission that matters — to transform financial services for the better. If that's what you're looking for, read on.We trust, respect, and show up for each other. That means truthful conversations, frequent feedback, and working with people who push you to be your best. We're evolving quickly as an organization, we work together in person, and the pace of progress isn't for everyone. That's why we're looking for change-makers who love a challenge — who would rather blaze a trail through uncertainty than travel a well-paved road.Our team members earn meaningful equity in the company through stock options — so Neo's growth benefits everyone who helps make it happen. That also means taking on more responsibility than you may have had at your last job. We don't get hung up on job titles or hierarchy — we're focused on doing what it takes to accomplish our mission.Check out these videos from our employees to learn more about Working at Neo.Apply with Us We believe in equal opportunity, and are committed to creating an inclusive climate where everyone can thrive. Customers trust us with their finances, so successful candidates for this position will be required to undergo a security screening, including a criminal records check and a credit check."
Junior Data Entry Operator (Remote),Seek 2 Thrive,"Toronto, Ontario, Canada",Entry level,3 days ago,Part-time,Administrative,Financial Services,"Only accepting applicants here: seekmate.netOur team is expanding, and we are in search of dedicated individuals to fill roles within our Data Entry department, supporting a wide range of projects from in-depth healthcare research to the optimization of e-commerce platforms and the analysis of customer feedback.The Data Entry roles we offer provide significant flexibility, allowing you to opt for remote work as a means to earn additional income from the comfort of your chosen location, or to work within our offices if you prefer a more conventional work environment.Essential DutiesEnsure you are ready and logged into your workstation, be it online or physical, 10 minutes before your shift begins, to start your work promptly.Accurately execute data entry tasks, adhering to the project-specific guidelines, whether those guidelines are presented in a written or oral format.Fulfill the unique data entry requirements of each project, which may include the organization and input of data related to various products or services following an initial assessment.Consistently uphold the standard of data accuracy demanded by each project.Required SkillsMust have a computer or smartphone equipped with a reliable camera.A consistent and reliable internet connection is crucial.The ability to meticulously follow detailed instructions.Experience in data entry is a plus, though not a requirement.Benefits For Team MembersFlexibility to work remotely or from our office locations, aligning with your work preference.Remote work offers the advantage of eliminating the need to commute, thus saving time and money.Availability of flexible work hours to suit full-time or part-time engagements, according to your availability.The chance to test and interact with new products for certain projects, providing firsthand experience with innovative products.Early access to evaluate and offer feedback on new products or services before their market introduction.This is a part-time, remote position ideal for individuals looking for flexible, temporary employment opportunities from their home. Prior experience in data curation is not necessary, offering a fantastic avenue for earning additional income through flexible remote tasks.Important: This role is intended for earning supplemental income and is not a full-time job opportunity."
Représentant des ventes - Développement de marché,Workhoppers,"Montreal, Quebec, Canada",Entry level,5 days ago,Full-time,Sales and Business Development,Staffing and Recruiting,"Offre d'emploi : Représentant des Ventes et Développement de MarchéLieu: Ouest de l'îleType de contrat: ContratNous sommes une entreprise qui œuvre dans le domaine de la conception et la vente de cabinets de cuisines et de salle de bains.Description Du PosteEn tant que Représentant des Ventes et Développement de Marché, vous serez chargé de développer et de gérer les activités de vente dans un marché assigné. Nous visons particulièrement à établir un lien/partenariat auprès des courtiers immobiliers de notre région. Vous travaillerez en étroite collaboration avec l'équipe de ventes pour élaborer des stratégies de vente efficaces, identifier de nouvelles opportunités de marché et développer des relations clients solides.Responsabilités Développer et exécuter des plans de vente pour atteindre les objectifs de croissance de l'entreprise. Identifier et prospecter de nouveaux clients potentiels dans le marché assigné. Cultiver et entretenir des relations solides avec les clients existants pour garantir leur satisfaction et fidélité. Effectuer des présentations des services d'Inspira et promouvoir les avantages et les caractéristiques d'un partenariat entre courtiers et Conception d'armoires Inspira. Suivre et rapporter régulièrement les activités de vente et les résultats obtenus.Exigences Diplôme universitaire en commerce, marketing ou domaine connexe. Expérience préalable dans un rôle de vente ou de développement de marché, de préférence dans l'industrie [indiquez l'industrie pertinente]. Capacité démontrée à atteindre et à dépasser les objectifs de vente. Excellentes compétences en communication, en négociation et en présentation. Forte orientation client et capacité à établir des relations durables.Avantages Salaire à déterminer, avec des possibilités d'incitations et de bonus basés sur les performances.Comment PostulerSi vous êtes passionné par les ventes, motivé par les défis et désireux de contribuer à la croissance d'une entreprise innovante, nous aimerions vous entendre! Veuillez envoyer votre CV et une lettre de motivation par courriel.Indiquez ""Représentant des Ventes et Développement de Marché"" dans l'objet de votre e-mail."
Data Entry Assistant Junior | Remote,Seek Smart,"Vancouver, British Columbia, Canada",Entry level,2 days ago,Part-time,Administrative,"Technology, Information and Internet","Only accepting applicants here: seekmate.netWe are hiring motivated people to join our Data Entry team, essential for supporting various projects, such as healthcare research, e-commerce product management, and customer feedback analysis.You can choose between working remotely or on-site at our facilities, depending on your preference. These Data Entry roles offer great flexibility, allowing you to work from home or at our offices.Role ResponsibilitiesBe prepared at your workstation, logging in at least 10 minutes before your shift starts.Enter data accurately, following all guidelines provided for each specific assignment, whether instructions are in written or oral form.Perform data entry tasks related to each project you undertake, which may involve sorting and processing information about different services or products.Handle and input data efficiently, maintaining high standards of accuracy as per project requirements.Ideal CandidateShould have a computer or smartphone with a functional camera.Must have a reliable internet connection.Skilled in following complex instructions with precision.Experience in Data Entry is preferred but not a requirement.Benefits For EmployeesChoose between the flexibility of working remotely or the structure of on-site engagement.Working from home offers the convenience of no commute, saving both time and money.Flexible schedules accommodate both full-time and part-time commitments, tailored to your availability.The opportunity to receive and interact with product samples for certain projects, enriching your experience with direct product engagement.Access new products or services for review before their official market launch.This is a part-time, remote position ideal for individuals looking for flexible, temporary employment opportunities from their home. Prior experience in data curation is not necessary, offering a fantastic avenue for earning additional income through flexible remote tasks.Important: This role is intended for earning supplemental income and is not a full-time job opportunity."
Retail Manager,Chatters Limited Partnership,"Airdrie, Alberta, Canada",Mid-Senior level,3 days ago,Full-time,Sales and Business Development,Internet Publishing,"Do you have a passion for business AND an artistic flare ? Are you a driven, inspirational mentor that strives for success?That is what Style Happy and Chatters is all about, and we just happen to have an exciting opportunity for you at our Sierra Springs Retail Salon!We’re looking for a confident and people oriented Retail Manager who can multi task and keep things running smoothly in our busy salon environment.A little about what you bring to Chatters:Enthusiastic about all things beauty!At least 2-3 years of experience in a retail leadership roleYou can build rapport with our guests and your team, with an unwavering understanding that the “Experience is Everything”Flexible, self-motivated and driven with excellent people and communication skillsSuperior time management skills – you get things done on time, every time (and on budget!)Knowledge of computer systems like Point of Sales, Excel, PowerPoint, Word and GmailYou are your own success story, inspiring others to be their bestA knack for problem solving. You’re highly responsible and 100% reliableA little about what you’ll do:Be responsible. Retail operations management –you got this!You’ll analyze, maintain and improve our systems and processesOversee and book guest appointments – with a smile!Share your passion. With the help of your proven experience and your love for all things beauty-related, you’ll coach and train the sales team to help them achieve store sales targetsMake sure the salon is kept sparkling clean, well-stocked and merchandised according to Chatters’ standardsShow off your encyclopedic product knowledge! Not only will you be the resident expert on all of our products, you’ll also oversee the inventory, product ordering and pricingSome number crunching – you’ll be monitoring budgets, payroll management, scheduling and cost of goods managementHave fun! Provide a welcomed environment for guests and beauty consultantsA little about what we offer:At Chatters, we believe great employees deserve great benefits like:A competitive salaryDiscounted products and salon servicesFREE in-salon, regional and national education opportunitiesSales incentivesMedical and dentalEmployer RRSP contributionsPlus, lots of opportunities to learn and grow!Want to get to know us a little better? Come check us out atPowered by JazzHRtEsUtB9qQD"
Junior Data Entry Clerk | Remote,Seek Smart,"Edmonton, Alberta, Canada",Entry level,2 days ago,Part-time,Administrative,"Technology, Information and Internet","Only accepting applicants here: seekmate.netWe are currently expanding our team and are looking for enthusiastic individuals to fill various Data Entry roles. These positions are crucial for supporting a wide array of projects, including healthcare research, e-commerce optimization, and customer feedback analysis.Our Data Entry positions offer flexibility, allowing you to choose between remote work, perfect for those looking to earn extra income from their preferred location, or working in our office spaces for those who prefer a structured environment.Key ResponsibilitiesEnsure punctual log-in to your designated workstation, whether online or onsite, at least 10 minutes before your scheduled shift.Perform data entry tasks accurately, strictly adhering to specific instructions provided for each project, whether communicated orally or in writing.Address unique data entry requirements for each project, including organizing and entering data related to products or services following an initial assessment.Maintain the high standards of data accuracy required for each project.RequirementsAccess to a computer or smartphone with a reliable camera is essential.A stable and high-speed internet connection is crucial.Ability to accurately follow detailed instructions.Previous experience in data entry is beneficial but not mandatory.BenefitsChoose between remote work or on-site engagement, catering to your preferences.Remote work eliminates commute time and expenses, providing convenience and flexibility.Flexible work schedules allow for full-time or part-time employment according to your availability.Opportunity to interact with new products on certain projects, offering direct exposure to the latest innovations.Early access to evaluate and provide feedback on new products or services before their official release.This is a part-time, remote position ideal for individuals looking for flexible, temporary employment opportunities from their home. Prior experience in data curation is not necessary, offering a fantastic avenue for earning additional income through flexible remote tasks.Important: This role is intended for earning supplemental income and is not a full-time job opportunity."
Stock Manager - McArthur Glen Outlet,Psycho Bunny,"Richmond, British Columbia, Canada",Mid-Senior level,1 week ago,Part-time,"Management, Strategy/Planning, and Training",Retail Apparel and Fashion,"Salary:  CA$55,000.00 (CAD) HourlyDo you have the confidence to imagine the impact you can have as a STOCK MANAGER (McArthur Glen Outlet)at PSYCHO BUNNY?WHO ARE WE?Psycho Bunny is a rapidly growing menswear brand looking for talented and passionate individuals seeking a new challenge and who are open to a unique opportunity. Psycho Bunny is filled with people who exude a self-confidence reflective of our Brand Vision. Our culture of achievement is forged by highly motivated individuals who successfully navigate our fast-paced retail brand and put the customer experience first and foremost. We are passionate about connecting with customers and cultivating personalized relationships by remaining perceptive to their wants and needs and utilizing product knowledge to ensure customer satisfaction.WHAT WILL YOU DO?Reporting to the Store Manager, the incumbent strategically manages and promotes sales culture within a retail environment to achieve or exceed sales, KPIs, and profitability goals through short- and long-term planning and expense control. They guarantee consistently high customer experience within the store per Psycho Bunny’s core values and service standards.HOW WILL YOU DO IT?You will unpack stock, verify the quality and place it on the sales floor according to the store manager and visual merchandising standards.You will periodically adjust the tagged price of selected items throughout the store.You will prepare inventory for transfer to other stores according to what is needed/required by the store manager.You will be responsible for maintaining the receiving and storage areas.You will assist with operational activities such as cashiering and other point of sale duties, wrinkling and visual presentation.You will be responsible for processing shipments, replenishing the sales floor, stockroom maintenance, cleaning and general organization.You will oversee the part-time stock team and provide relevant direction and feedback.You will constantly review stockroom storage and make suggestions to benefit sales.You will highlight and suggest any critical issues concerning the stock loss to the store manager.You will keep customer needs and trends in mind when assessing stockroom layouts.You will analyze bestseller information, product packaging, and space allocations.You will become familiar with inventory levels and understand how to use systems to check availability and perform inter-store transfers.You will support the sales floor team on replenishment, recovery and selling.You will understand all stock loss and security procedures and ensure attention to these at all times.You will ensure execution and maintenance of all Visual Directives and guarantee that the store's visual presentation always meets or exceeds Psycho Bunny’s standards.You will execute all requirements concerning OSHA and Covid-19 to maintain a safe and compliant working atmosphere for all store team members and customers.As needed, you may be required to direct/guide other employees in stock-related tasks.Who You AreThis is what you’ve accomplishedWe require a minimum of 3 years of stock management experience.This Is What You’ll Contribute To The TeamYou must be able to work a flexible schedule, including nights, weekends and holidays.You have strong communication skills and the ability to foster a customer-focused selling culture.WHAT'S IN IT FOR YOU?You get to bring our mission to life! Psycho Bunny is a playground for self-expression, reinventing classic for those who saturate the world with personality. We encourage spaces where you can be true to who you are with genuine confidence! You have an entire team in your corner, ensuring that you are seen, heard, respected and, treated like you want to be treated. That includes access to our employee benefits such as:Group Insurance coverageGroup RRSP/DPSP plan which includes a very generous match from Psycho Bunny!An Employee /Family Assistance Program (EFAP)Two (2) weeks of vacationFive (5) wellness daysLast but not least, let us not forget the swag you can get with your employee discount & clothing allotment!We thank all applicants; however, only those selected for an interview will be contacted."
