Job role,Company,Location,Experience Level,Posted time ago,Job Type,Job Function category,Industry Category,Job Description
Driver,Traction Heavy Duty Parts,"Ottawa, Ontario, Canada",Entry level,3 days ago,Full-time,Management and Manufacturing,Retail,"Company DescriptionOur drivers have important missions everydayWhatever division you join, you are a crucial part of our team. When we deliver parts, we are helping a parent be on time at the daycare, an ambulance get back on the road quickly or a truck deliver produce to a Canadian community on time. That is why we say we keep Canadians moving forward.The impact our Drivers make is undeniable!Join a special kind of workplace. We have the experience and strength of our 100-year legacy and the desire to always do better for our team members and clients. Our 5000 colleagues proudly serve thousands of customers every day across Canada.Get to work with great people, use the company car, have a stable schedule, and foremost help your community.If the hat fits, we’d be proud to have you wear it! Send us your resume and join a people-centric company with a reputation of excellence.Job DescriptionTRACTION Ottawa, ON is looking for a DriverThis position pays between $17.45 and $19.05 per hour (depending on applicable experience) + benefits, paid time off, an awesome discount on parts and many other great benefits!Are you a car enthusiast looking for an exciting career opportunity? Get behind the wheel and deliver vehicle parts to our customers! Take pride in wearing our uniform and driving our vehicles as you work in a dynamic and stimulating environment.Our drivers are courteous, efficient, safe, and organized. We insist that all our drivers be careful on the road. At Traction, your safety is our priority!We offer a range of attractive benefits and corporate discounts, as well as training throughout your career to support and guide your professional development. Visit our Career website for the complete list of our benefits and perks!QualificationsTo join our team, you need: Valid driver’s license Able to lift up to 50lbs. Priority management Communication and listening skills Teamwork and excellent customer service skills Additional InformationYour benefits along the way:Flexible group insurance program: health, drug, dental and lifePension planCorporate discounts on the purchase of parts, car dealerships and at fitness centersTuition reimbursement under certain conditionsPayroll savings programAccess to the online training centerWork with great teammates who have the same passion as youUAP is a diverse community that promotes inclusion and respect. The sum of our individual differences, experiences, knowledge, self-expression, unique capabilities, and talents, represents the richness of our culture. During the selection process, let us know if you need any accommodations. This information will be kept entirely confidential and will only be used to ensure you have a fair and pleasant experience with usWe will contact you as soon as possible if we think we have the hat for you!"
Field Logistics Manager,Executrade – Your Recruitment Specialists,"Edmonton, Alberta, Canada",Not Applicable,2 days ago,Full-time,Project Management,"Transportation, Logistics, Supply Chain and Storage and Construction","FIELD LOGISTICS MANAGER  Field/Site Logistic Manager required for a 9-12 month project! Position available to start immediately - apply today! The OpportunityOur client, a leading international transportation organization requires an experienced Field/Site Logistics Manager to join them to work alongside their client for a 9-12 month project located just east of Edmonton. This position requires an individual to act as the “hub” of all activities related to the planning and execution of all field logistic activities for the project and ensuring the safe delivery of all equipment and materials to site. Key Account Responsibilities and FunctionsForecast cargo volumes/arrivals on an ongoing basis.Ensure all activities are aligned and compliant with government regulations.Monitor status of material, including current estimate time of arrive as well as shortages. Additional tasks as assigned. Coordinate all onsite activities with Lead Site Manager, Warehouse Manager & Materials Manager. Coordinate and schedule deliver/last mile of domestic and international shipments in all modes of transportation as it related to field logistics. Additional responsibilities include creation of shipping invoices, packing lists and other related documents.  Required Skills and QualificationsMinimum 5+ years of field/site logistics experience.Education/degree in Logistics an asset. Experience with EPC capital projects.Strong understanding of project logistics; expertise in shipping heavy or over dimensional cargo a strong asset. Strong knowledge of incoterms 2020.International trade experience an asset. SAP, MS Office knowledge is a requirement, experience with Smart Plant Materials preferred.Strong communication skills along with project management experience and problem solving skills are a must. Must have experience working on site/field locations.  Compensation and BenefitsSalary will be based on experience. Must be able to provide a clear criminal record check. Executrade is one of the largest and most comprehensive full-service recruitment firms in Western Canada, with 11 divisions and locations in Edmonton, Calgary, and Vancouver. We have over 40 years of experience helping client companies and candidates achieve their business goals and vision. Our success is due to our people, the strong relationships we build, and the continuous and robust evaluation and refining of our recruitment and staffing processes.Individuals interested in this employment opportunity must obtain the necessary approvals from the Government of Canada - Citizenship and Immigration department, prior to applying for this position. In accordance with the Canadian Immigration laws, priority will be given to Canadian citizens and permanent residents of Canada for employment opportunities. Detailed information can be obtained from http://www.cic.gc.ca"
Site Procurement Manager,Woodfibre LNG,"Squamish, British Columbia, Canada",Mid-Senior level,4 days ago,Full-time,Purchasing and Supply Chain,"Technology, Information and Internet","ProjectThe Woodfibre LNG Project is located approximately 7 km west-southwest of Squamish, British Columbia. It involves the construction and operation of a liquefied natural gas (LNG) export facility on the previous Woodfibre pulp mill site, which would have a storage capacity of 250,000 m3 and would produce approximately 2.1 million tons per year of LNG.Woodfibre Management Ltd. is a privately held Canadian company based in Vancouver and a subsidiary of Pacific Energy Corporation Limited.PositionThe Site Procurement Manager is an integral part of Woodfibre LNG’s dynamic team. You will responsible to execute all procurement and subcontracting management support for site activities, under the supervision and direction of the Procurement and Subcontracts Manager in the Project Management Team (PMT). This role is also responsible for the coordination of WLNG Canadian-based procurement and subcontracting activities, from pre-qualification of local suppliers and subcontractors to preparation of tender packages and evaluation reports, management of changes, claims etc., to close out of service agreements and contracts, in consultation with WLNG Legal, Site Construction, PMT Engineering and Procurement. This position is based in Squamish, at the project site, with some travel to the WLNG Vancouver office, as required. On a daily basis, the Site Contracts/Procurement Manager will work closely with the Site Construction Manager, to set priorities and monitor service agreements and contracts, to ensure compliance to company’s regulations. The successful candidate reports directly to Procurement and Subcontract Manager and will play an essential part in supporting the company’s engineering and senior management team through the construction phase of the project.Key Responsibilities:The successful applicant will:Key member of the Procurement & Subcontracts team, supporting Construction at site and Vancouver office/BU requirementsPrepare invitations to tender and organize clarification and award meetingsFormulate and finalize equipment, assembly, and consultancy contracts, in consultation with WLNG Legal staff and PMT, in compliance with company’s regulationsMonitor and ensure compliance with all Squamish Nation bidding requirements and fully support the application of the Impact Benefit AgreementContract administration and monitoring to ensure contractors fulfill contractual obligationsPrepare regular reports on the status of contractsCoordinate with Finance staff to ensure proper billing by contractorsResolve contract payment disputes and confer with Project staff concerning contract payments and other contractual compliance issuesImplement and interpret company’s policies and procedures correctly; develop, recommend and coordinate the implementation of new proceduresMaintain computer database on contractsDetermine the priorities, goals, and objectives of assigned work tasksPerform procurement of services and goods to support Site Construction and WLNG Vancouver officeConduct special projects as assignedPerform other job-related duties as necessaryProvide backup support to Houston based PMT Procurement organization as neededRequirementsRequired Experience:Bachelors’ Degree in Business or a related field from an accredited university10 + years’ experience in contracts management and procurement, preferably in oil & gas, major capital projects and/or constructionHighly experienced with contract laws and able to draft, amend or revise contract clauses confidently and appropriately according to the specific SOW requirementsAbility to work with Construction and other end users to ensure the scope of work (SOW) is detailed and completeExcellent negotiation techniquesStrong oral and written communication skillsSelf-starter, able to function effectively with minimal supervisionSome purchasing experienceAbility to prepare clear and concise tenders and tender evaluation reportsAbility to establish and maintain simple contracts monitoring worksheetsAdvanced MS Office userAbility to build relationships quickly in multi-disciplinary, multi-cultural, and multi-company environmentsAdditional Requirements:Experience working with large multi-disciplinary teams, contractors in a multicultural environmental is an asset. Communication/interpersonal skills – to be able to interact with front line workers through to management and all hierarchical levels. Accepts responsibility and demonstrates commitment to delivery of tasks and targets Exceptional written and verbal communication skillsAbility to be Innovative and vision-oriented with demonstrated ability to undertake both strategic planning and implementationAbility to work well under pressure and handle multiple tasks and changing priorities within tight time framesDemonstrates and seeks accountability within team. Ability to work collaboratively within a team environmentExpertise with a variety of computer programs Motivated and willing to take ownership of tasksEnergetic in pursuit of continuous improvement processesShares knowledge readily and encourages personal developmentA valid driver’s license and passportMust be legally entitled to work in CanadaThis role will be a combination of office and site-based roleThe position is based in Squamish, BC (Project Site), followed by travel to the EPC contractor’s Office in Houston, TX, the Module Fabrication Yard(s) in the Asia-Pacific region and a visit to the Company’s Vancouver Office as required. Application Guidelines:Only qualified candidates legally entitled to work in Canada will be contacted.Thank you in advance for your interest!Woodfibre Management Ltd. is an equal opportunity employer.BenefitsSalary range: CAD 120,000 - 170,000/yr"
Automotive Estimator,Craftsman Collision,"Vancouver, British Columbia, Canada",Mid-Senior level,2 days ago,Full-time,Management and Manufacturing,Non-profit Organizations and Primary and Secondary Education,"Craftsman Collision is the largest independently owned and operated auto body repair chain in Canada - but we're also a family that cares about the people we work with. Are you ready to reach your full potential and build a fulfilling career- while having fun along the way? Then consider joining our team of more than 500 ambitious people who share our commitment to excellence.We're currently seeking an Estimator for our Main Street location in Vancouver. Estimators work together with the front office team as the front line responsible for ensuring exceptional customer service and sales. They educate customers and provide clear and accurate process steps to help them navigate the claims process. The position offers a competitive salary range going from $50,000 to $63,000 per year, 3 weeks paid vacation, and extended health.Key Responsibilities Provides the highest levels of customer service, both internally and externally, with the goal of continuously improving the customer experience; Resolves customer service concerns and escalates to the Shop Manager where appropriate; Determines customer needs including estimate, repair booking and transportation requirements;  Proactively takes steps to reduce customer effort; Interacts with customers in a professional and approachable manner; Educates customers about claims and repair process; Books estimate appointments over the phone when necessary; Provides prompt service to all walk-in customers; Inspect and reviews vehicles for damage for the purposes of providing an estimate; Utilizes Mitchell, Audatex and ALLDATA software to prepare estimates; Determines when a vehicle qualifies for the Craftsman Accelerated Production Program; Ensures vehicle pre-wash and mapping is complete as per The Craftsman Way;  Prepares final bill for customer the day prior to vehicle pick-up as needed; Identifies and capitalizes on opportunities for sales; Works with the Shop Manager to ensure that operations are compliant with all provincial and national regulatory standards pertaining to health and safety, quality and employment standards;  Supports compliance with internal policies, procedures and guidelines to promote their consistent application within the Company; Contributes to the goal of closing all files within 24 hours of vehicle delivery; Supports company standards in SPARKLE, safety and security; Represents and promotes the Craftsman Collision brand in a positive manner aligned with stated values in all dealings internal and external; and Other duties as assignedRequirementsTo be successful in this role the ideal candidate will have: Minimum of 1 year of relevant experience in a fast-paced, team-oriented environment; Post-secondary degree or diploma in a related field preferred; a combination of education and relevant experience will also be considered; Experience in Mitchell Estimating, Audatex, ALLDATA an asset;  Understanding of insurance policy and procedure; Basic knowledge of The Craftsman Way or lean management processes an asset; Strong verbal, written and listening skills; A well-defined sense of diplomacy, including negotiation and conflict resolution skills; Demonstrated time management, problem solving, critical thinking and sound judgement skills; Strong interpersonal skills with customer service-oriented attitude; Proactive, detailed and organized; Proficient in Outlook with the ability and willingness to learn new applications; Demonstrated desire and aptitude for learning and development; Must have a valid class 5 driver's license with a clean driver's abstract over the last 3 years; Must be legally entitled to work in Canada with no restrictionsBenefitsWhen you're part of the Craftsman Collision team, you get valuable perks like extended health, professional development, certified training and more.Your resume should clearly outline how your qualifications & experience fit this position.We appreciate the time that all applicants have taken when applying for this position, however, only the candidates that are chosen for an interview will be notified by phone or email. No phone calls please.Thank you for your interest in Craftsman Collision."
Trades Manager - Mechanical,Broadstreet Properties,"Edmonton, Alberta, Canada",Mid-Senior level,1 day ago,Full-time,Sales and Business Development,Internet Publishing,"Job Summary:Are you someone who excels in improving efficiency, cultivating creativity, and delivering exceptional results while inspiring your team to reach new levels of success? Do you possess a proactive ""fix it"" mindset and find joy in mentoring others? If this resonates with you, Broadstreet Properties has an exciting opportunity as we seek a Mechanical Trade Manager to lead our skilled trades team responsible for our multi-family residential units across the Western Region. In this role, you will play a crucial part in prioritizing work orders, ensuring timely completion, and ultimately exceeding customer expectations.Responsibilities:Lead and mentor a team of ticketed trades technicians such as, HVAC techs, Plumbers, carpenters, painters, and pest control techs to ensure tenant satisfaction and company objectives. Provide technical guidance and expertise to the team and inspire the team to achieve project goals within the region.Resolve complex issues and ensure adherence to standards, procedures, and best practices. Collaborate with cross-functional teams to integrate and ensure completion of all tasks; and efficiently allocate resources, including manpower and equipment, to optimize productivity. Ensure the team is following established policies and safety procedures to ensure standards are met. Report to the Western Facilities Manager on the physical condition of assets, financial issues, and staffing/recruitment. Supervise and train staff on existing and/or newly implemented policies and procedures.Manage and support priorities for preventative maintenance. Support the inventory management program; ensure processes and procedures are followed. Visit sites regularly inspecting properties for damage and inefficiencies, verifying the quality of maintenance and ensuring upholding the company standards.Work alongside our coordination department with the planning and implementation of capital projectsBe involved in the preparation and planning of the annual budget and report on financial performance regularly.Conduct recruitment and oversee the performance management process.Establish and maintain professional relationships with other team members, ensuring tenant satisfaction is the priority. Offer emergency support regarding asset stabilization; prepare team members to respond in emergencies.Accomplish organizational goals by taking ownership of the region and exploring opportunities to add value.Address maintenance-related complaints, and violations, and provide solutions.Support prioritization of work order completion based on urgency. Act as a liaison with the Change Management TeamResponsible for the use, care, and maintenance of company tools, equipment, and vehicles. Job Requirements:Mechanical experience is considered an asset. Completion of relevant trade or technical certification is an asset i.e. Red Seal CertificationExperience in Residential Facilities Property Management or similar Minimum 3 years experience in a leadership or supervisory roleStrong background in staff management and leadershipAbility to lead and manage a large team to meet productivity requirements while creating and maintaining a positive team environment.Ability to establish priorities, work independently, and proceed with objectives without supervision.Excellent skills in negotiation, problem-solving, multitasking, and stress managementAble to effectively communicate both verbally and in writing, high degree of resourcefulness, flexibility, and adaptability.Ability to follow through and complete overlapping projects.Effective computer skills including experience using the Microsoft Office Suite (Word, Excel, Outlook, Teams); experience using an ERP or CMS is considered an asset.Thorough understanding of how to create and maintain budgets.Ability to travel and work an unpredictable schedule; and or up to 5-7 days at any time.Must have a valid driver's license and a reliable vehicle. Why Broadstreet?Broadstreet Properties Ltd. is a family-owned and operated property management company, partnered with Seymour Pacific Developments, that manages multi-family residential communities. We are a growing organization made up of diverse team members who are motivated to continuously innovate our approach to asset management. We consider employee wellbeing a priority and are dedicated to protecting the health and safety of our teams while ensuring a workplace that is respectful of everyone.Broadstreet Properties Ltd. practices equal opportunity hiring and onboarding processes to ensure equal access and participation for everyone. We understand that we have a responsibility to ensure a safe, dignified, and welcoming environment and we are committed to creating an inclusive environment for all employees irrespective of race, colour, religion, sexual orientation, gender identity, or any other status protected by law. We believe in integrating people with disabilities into our workforce by removing barriers and meeting accessibility needs.Powered by JazzHRGOBz4OikKe"
Director of Operations,Siena AI,"Toronto, Ontario, Canada",Director,5 days ago,Full-time,Management and Manufacturing,"Technology, Information and Internet","About UsAt Siena we are revolutionizing the customer service industry with the world's first autonomous AI customer service agents. We are a remote-first startup that's passionate about enabling machines to engage in delightful and empathic conversations. Siena is the first of its kind, designed to work out-of-the-box to interact with customers across all channels from a single platform.If you're excited about AI and the intersection of human-to-machine communications, and want to be part of a team who is driving innovation and making a real impact, then come join us in pushing the boundaries of AI and CX.Some of our valuesCustomer First: It's not just about solving issues or closing deals. We're in the business of understanding our customers so well that we can anticipate their needs and blow their minds. Straight Talk: Communication isn't just a checkbox for us—it's our operating system. We say what we mean, mean what we say, and have no hidden agendas or sugar-coating.. Question & Disrupt: We do things that have never been done before—not for the sake of being different but for being radically better. Act with Agency: We don't wait for permission or perfect conditions. We evaluate the situation, make our best call, and go for it. Raise the Bar: We're not just meeting standards, we're aiming for setting them. Fast & Fearless: We move quickly but thoughtfully, and view mistakes and failures as stepping stones, not setbacks. Driven by Curiosity, Fueled by Growth: We ask the questions no one else is asking, dive deep, and come out the other side better for it. Synergy Over Solo: We value collaboration over individual achievement. When we work together, we're unstoppable. We're not just co-workers; we're co-creators. Role OverviewYour mission will be to build the operational infrastructure of Siena AI, ensuring that as our technology pushes the limits of what's possible, our operations support and amplify our impact.What You'll DoCraft and refine operational strategies that align with our overarching vision, translating complex ideas into actionable plans. Build systems and processes that scale, not just for the sake of efficiency, but to enhance our ability to innovate and adapt. Lead our teams with a focus on collaboration and empowerment, fostering an environment where ideas thrive and challenges are met with creativity. Drive operational excellence, identifying opportunities for improvement, and implementing solutions that elevate our entire operation. Be a steward of our culture, ensuring that as we grow, we remain true to our core values and principles. Who You Are5+ years in operational roles position within a high-growth tech environment. You have a track record of translating strategic visions into operational realities, with a keen eye for detail and a relentless drive for improvement. A strategic thinker who thrives on solving complex problems and can pivot from macro-strategic planning to micro-operational details. Your leadership style is characterized by transparency, empowerment, and a deep commitment to team development. You thrive in fast-paced environments, comfortable with ambiguity and rapid change, always ready to pivot strategies as the market and our needs evolve. Your communication skills are impeccable, allowing you to bridge gaps between teams, align efforts, and inspire action at all levels. Nice to HaveExperience in a high-growth tech startup, particularly in the AI or SaaS sectors, would be particularly valuable. An educational background in Business, Management, or a related field can be beneficial, though not strictly necessary. Benefits🏠 The flexibility to work from anywhere. Even if it's just from the comfort of your own bed (because let's face it, who doesn't love a good WFH situation?)🌞 Flexible working hours. Because who said you can't design your day on your terms?💸 Competitive salary and stock options. We offer highly competitive salaries and equity, because we're building this together.🌴 Unlimited PTO. With unlimited paid time off and a minimum of 15 days off per year, you'll have plenty of time to explore the world (or just your couch).📖 Growth stipend. An annual budget to continue learning and expanding your horizons. It's like getting a raise without having to ask for it. We invest in you, so you can continue to invest in yourself.At Siena, we’re not just looking for people who can do a job. We’re looking for people who want to break boundaries, create the future, and reshape industries. If that’s you, we look forward to your application.Siena provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability, genetics, sexual orientation, gender identity, or gender expression. We are committed to a diverse and inclusive workforce and welcome people from all backgrounds, experiences, perspectives, and abilities."
North American Logistics Coordinator,Sure Good Foods Limited,"Mississauga, Ontario, Canada",Entry level,1 week ago,Contract,Management and Manufacturing,Food and Beverage Services,"Job DescriptionPosition Summary:This individual is responsible for the operational execution of product movements from the point of supply to the delivery to the customer. This individual will interact with supply chain partners (e.g. product suppliers, carriers & customers) on a transactional basis to coordinate the movement of product as per the parameters defined in the contract of sale. This individual acts as the key contact with the transportation companies, freight forwarders, customs broker and other logistics partners servicing our North American customer base.Position Responsibilities: Communicate with or monitor service providers, such as freight forwarders, customs brokers, or trucking companies Processes shipments through an order management system Issues loading instructions to the carrier(s) and supplier(s) Prepares or compiles documentation required for the shipment and ownership transfer of product Invoices and forwards documents to the customer as per the contract of sale Monitors the shipments in transit and trouble-shoots for any logistical issues to ensure that customer service levels are not impacted Acts as a liaison with the customer for all post sale communications Cost freight on timely manner Approves, tracks and ensures payment of freight and storage invoices Maintain databases of logistics information Files documentation Ad hoc duties as requiredQualifications: University or college degree Minimum 2 years logistics experience Interest in commodity trading industry Proficiency with Microsoft Office Excel, Word, Outlook and other computerized systems Team player with excellent interpersonal and communication skills Ability to work in a fast-paced environment and meet demanding deadlines Proficient with Microsoft Office (PowerPoint, Excel, Word)Company DescriptionSure Good Foods provides experienced trading in pork, beef and poultry markets as well as more unique and diverse proteins. We source products from around the globe and ship product to over 50 international markets. The team of traders at Sure Good Foods has established long standing relationships with our vendor partners. We will work with these vendor partners to develop custom product solutions to meet customer specific requirements. Being established as a global leader in the frozen meat business, Sure Good Foods is expanding its product line to include frozen vegetables, fruits, juice concentrates and purees.Sure Good Foods provides experienced trading in pork, beef and poultry markets as well as more unique and diverse proteins. We source products from around the globe and ship product to over 50 international markets. The team of traders at Sure Good Foods has established long standing relationships with our vendor partners. We will work with these vendor partners to develop custom product solutions to meet customer specific requirements. Being established as a global leader in the frozen meat business, Sure Good Foods is expanding its product line to include frozen vegetables, fruits, juice concentrates and purees."
"Senior Director, International Managed Services",Delmar International Inc.,"Mississauga, Ontario, Canada",Director,3 days ago,Full-time,Sales,Non-profit Organizations and Primary and Secondary Education,"Mandate:Reporting to the VP of TradeAid, the Senior Director of International Managed Services is responsible for supporting Control Tower management. This involves managing and maintaining the customer's existing services, including worldwide purchases and carrier implementations across all modes of transportation. Additionally, the candidate will oversee various projects related to new scopes, legislation/regulations, and cost savings while monitoring continuous improvement.Other responsibilities:  Build rapport and lead change management with all stakeholders (internally and externally) Maintain all project-related documentation, including project plans, process flows/VSMs, resource requirements, and business cases, and ensure the delivery of projects on time, with high-quality solutions Track and report project financials (budgeted vs. actual) for allocated resource hours and billings Other duties, as assignedRequirements:  Bachelor's degree or Master's degree in Supply Chain/Business Administration or a related field is preferred Minimum 8-10 years of experience in the logistics/supply chain field Extensive knowledge of the international transport and logistics market (all modes of transportation) Advanced knowledge of MS Office, including Excel, PowerPoint, and Power BI Knowledge of and experience with quality assurance systems (GxP, ISO) is an asset Expert knowledge of Purchase Order life cycle, MRO, OMS or ERP's Proficiency in mathematics Up to 20% travel may be required (domestic and/or international)What You Offer:  Proven track record of project management Critical thinking and ability to analyze large volumes of data Excellent oral and written communication skills in English, with proficiency in Spanish and French as assets Ability to clearly present ideas and solutions to both internal and external parties Strong interpersonal skills for interaction with various groups within the organizationWhat We Offer: Equal opportunity employer Competitive compensation Comprehensive Benefits package, including fitness reimbursement program(s) Education Reimbursement Program Balance between work and home life Delmar's work schedule includes hybrid and flexible schedules depending on the job location and function. Delmar reserves the right to change/adjust the policy"
Supply Chain Associate,OtO Inc.,"Vaughan, Ontario, Canada",Entry level,1 week ago,Full-time,Management and Manufacturing,Manufacturing,"At OtO, we're driven by the belief that innovative technology is essential for a more sustainable and fulfilling future.  As a rapidly expanding startup focused on smart outdoor hardware, we're actively searching for a talented and driven Supply Chain Manager to join our team. In this pivotal role, you'll be instrumental in optimizing our supply chain processes and ensuring that our products are efficiently sourced, manufactured, and delivered to meet customer demands while minimizing costs and maximizing operational efficiency. We're seeking individuals who are passionate about driving efficiency and innovation in the supply chain realm, and who thrive in a fast-paced, entrepreneurial environment.  What you’ll do:  Assist in preparation of Purchase Orders and related documents.  Track supplier performance, investigate and address material non-conformances, along with determining next steps and remediation. Maintain and enforce quality control measures with suppliers, tracking and recording completed checks in conjunction with Quality Manager.  Procure equipment for projects and support other teams as necessary to ensure purchasing requirements are met. Use demand forecasting to determine inventory needs and ensure timelines are established to avoid potential backlogs. Maintain Inventory Management System (IMS) using purchase order receiving, inventory transfers, and monthly reconciliations to ensure levels are accurate by location. Troubleshoot customer shipping inquiries in conjunction with Customer Support. Be responsible for all outgoing and incoming shipments (small parcel, LTL and FTL). Manage all cross-border shipping, customs documents, broker management, and ensure up-to-date HS codes.  To succeed, you will need: Proficiency in Microsoft Office (Excel, PowerPoint, Word, Outlook). Broad knowledge of global supply chain manufacturing, and material planning, including principles, practices, and software.  Bachelor's degree in supply chain management or related field. Experience as a Supply Chain Manager in the consumer electronics or CPG industry is preferred. Skilled in demand forecasting and inventory management. Possess strong communication skills and attention to detail.  What we offer: Attractive salary packages commensurate with industry standards. Comprehensive benefits package covering health, dental, and more.  Engage in a collaborative and innovative work environment that nurtures creativity and teamwork. Team-building socials and activities throughout the year. Enjoy paid time off including our yearly holiday shutdown and flexible work arrangements to maintain a work-life balance. Access to ongoing professional development opportunities, fostering career growth.  If you are a results-oriented, strategic thinker with a passion for technology and a strong background in supply chain management, we encourage you to apply for this exciting opportunity. Join us in shaping the future of outdoor lawn care at OtO Lawn. We are an equal opportunity employer, actively encouraging candidates from traditionally underrepresented groups to apply. Our workplace fosters inclusivity and is free from discrimination. We strongly believe that diverse experiences, perspectives, and backgrounds contribute to a better environment for our employees and a superior product for our users."
Supply Chain Coordinator,Reimer Associates Inc.,"Mississauga, Ontario, Canada",Associate,4 days ago,Full-time,Strategy/Planning and Customer Service,"Transportation, Logistics, Supply Chain and Storage","Our client is a very successful logistics provider servicing Canada, USA and Mexico. Due to growth, they are looking to add a Supply Chain Coordinator to their team in Mississauga. The core responsibility of this position will be to coordinate the movement of shipments throughout Canada and North America. The right person will be a client focused, highly organized, detail oriented individual with the flexibility to perform a variety of tasks in a fast paced, time sensitive environment. In addition, the right person will be proactive, creative, solution oriented and have strong communication and computer skills. Experience in the logistics industry is considered an asset. A competitive compensation package is offered with this role."
Store Warehouse Supervisor,Traction Heavy Duty Parts,"Ottawa, Ontario, Canada",Entry level,3 days ago,Full-time,Management and Manufacturing,Retail,"Company DescriptionBe part of a community of authentic, proud and trusted peopleAt UAP, we believe we don’t just deliver car and heavy vehicle parts all around the country; we also help keep Canadians moving forward. This makes for a special kind of workplace. We have the experience and strength of our 100-year legacy and the desire to always do better for our team members and clients. Our 5000 colleagues proudly serve thousands of customers every day across Canada.If the hat fits, we’d be proud to have you wear it! Send us your resume and join a people-centric company with a reputation of excellence.Job DescriptionTRACTION Ottawa, ON is looking for a Store Warehouse Supervisor with Benefits This position pays starting from $21.45 hour plus $1.75/h bonus + benefits, paid time off, an awesome discount on parts and many other great benefits!The incumbent plays an important role in helping the store to reach its goals in terms of sales and customer service.Reporting to the Store Manager, the chosen candidate will:lead the entire back store warehouse team (shipping & receiving, dispatching, parts handling, and delivery management, etc); coordinate the operation of the shipping/receiving department, handling clerks, and drivers; not only make sure that the shipping and receiving of products are done efficiently, but also ensure that the merchandise is properly handled in order to comply with UAP’s operations and customer service standards; ensure that the returns from customers are duly processed and issue the corresponding credit notes to the customers. QualificationsTo join our team, you need: Experience or knowledge of the automobile market or auto parts suppliers. A minimum of 3 years of work experience as a dispatcher including 1 year of supervising experience. High school diploma or GED required; post-secondary, an asset. Bilingualism could be an asset or may be required depending on the geographical location. Proficient in computer programs: Microsoft Office and delivery management programs. Additional InformationYour benefits along the way:Flexible group insurance program: health, drug, dental and lifePension planCorporate discounts on the purchase of parts, car dealerships and at fitness centersTuition reimbursement under certain conditionsPayroll savings programAccess to the online training centerWork with great teammates who have the same passion as youUAP is a diverse community that promotes inclusion and respect. The sum of our individual differences, experiences, knowledge, self-expression, unique capabilities, and talents, represents the richness of our culture. During the selection process, let us know if you need any accommodations. This information will be kept entirely confidential and will only be used to ensure you have a fair and pleasant experience with usWe will contact you as soon as possible if we think we have the hat for you!"
Warehouse & Materials Supervisor - Manufacturing,Confidential,"London, Canada Metropolitan Area",Mid-Senior level,1 week ago,Full-time,"Supply Chain, Manufacturing, and Management","Industrial Machinery Manufacturing and Transportation, Logistics, Supply Chain and Storage","We have an immediate opening for an experienced Warehouse & Materials Supervisor for our manufacturing team in London, Ontario. Our ideal candidate will have full responsibility to manage the daily activities of the warehouse including all materials management for the plant.KEY RESPONSIBILITIES:Measure and report on the effectiveness of the Warehouse and Materials activitiesImprove warehouse and materials movement practices to create a more efficient and cost-effective order fulfillment processMaintain 5S standards and ensure employees are performing tasks safely and in accordance with company policies and applicable legislationManage budgets and ensure company goals are achievedPlan and maintain staffing levels and shift schedules to achieve plant objective and budgetsProvide regular coaching, feedback and effective training to staff for skill development, growth, and performance improvement to support a high-performance work cultureManage inbound/outbound logistics, material movement, cycle counts, etc. to deliver business KPI’s and objectivesProvide support/direction to the warehouse team (shipping, receiving, material handlers)Demonstrate continuous improvement by reducing process waste/NVACommunicate and co-ordinate activities with other departments, as requiredEnsure the timely, efficient, and cost-effective shipping of product to customersMaintain accurate shipping documentation, manifests, and receipts; enter relevant data into ERP system and generate reports, as requiredConduct regular cycle counts & implement permanent corrective actions for any discrepanciesMaximize “picking” efficiency and ensure that material FIFO is maintainedConduct vendor audits to ensure inbound material from suppliers is accurateQUALIFICATIONS:Post Secondary education in Supply Chain/Materials Management or relevant experience5 years’ experience in a related management positionExperience with lean manufacturing, warehouse and order fulfillment processesAdvanced knowledge of MS Office products, ERP systemsExcellent communication, interpersonal and management skillsAbility to resolve operational and people problems in a courteous mannerTeam player with the ability to communicate effectively with people at all levels"
