Job role,Company,Location,Experience Level,Posted time ago,Job Type,Job Function category,Industry Category,Job Description
Junior Architectural Technologist (Summer Student 2024),Zeidler Architecture,"Calgary, Alberta, Canada",Internship,1 day ago,Internship,Design,Architecture and Planning,"Who We AreAs a leading Canadian architectural practice, Zeidler designs meaningful spaces that contribute to community and deliver lasting value. With offices in Toronto, Calgary, Vancouver and Victoria, we offer full architectural and interior design services.Propelled by curiosity and driven by human connection, our creative process is based on cultivating the potential of our team. We nurture our expertise through mentorship and continuous learning. We listen to, consider, and build on each other’s ideas to develop thoughtful solutions that address complex challenges.?Our award-winning work spans a broad range of sectors including academic, healthcare, residential, mixed-use, commercial, cultural and civic. As we continue to grow our national practice, we are seeking talented individuals who embrace creative, passionate, and forward-thinking approaches to join our dynamic team.The Zeidler ExperienceZeidler Architecture’s Calgary Studio is now looking to bring on a summer student from the Architectural Technologist program to support very exciting ongoing projects and build on their work experience.Design focused firm with innovative technical expertiseDiversity of project types including commercial, health care, institutional, entertainment, hospitality and a full range of international projectsCollaborative studioVibrant mentorship program with knowledgeable and understanding mentorsParticipate and gain knowledge in all aspects of practiceSocial gathering and townhall events for staff and studentsOvertime pay for hours worked beyond 37.5 hours per weekJob Responsibilities and Skills Gained:Participation in the preparation of drawing packages for various permit submission and/or construction documentationProduct research including building components and systemsCollaboration within a team Management of timing and deadlinesWhat You Will BringStrong knowledge with Rhino, AutoCAD, Revit, SketchUp and Adobe Creative SuitesVibrant and professional demeanorSelf-starter, highly motivated and ability to work with minimal supervisionExcellent interpersonal and communication skillsAbility to handle multiple tasks with organization and efficiencyAbility to work both independently and with a team on tight deadlinesStrong attention to detailBenefits + Perks Zeidler believes in a work-life balance and valuing our people with benefits like:PATO Days – enjoy an extra day off on long weekends Wellness initiatives Mentorship and continuous learning Social events Fun work environment and great firm culture… and so much more What To Do NowIf you are a motivated, creative, and inspired individual who has the ambition to grow and enjoys working in a collaborative, exciting, and fast-paced environment surrounded by challenging opportunities, we would like to hear from you. Please apply here!Zeidler is committed to equal opportunity for all employees and applicants, and stand by our principles for a diverse, equitable and inclusive workplace. Applications from all qualified candidates are welcome and we encourage applications from, but not limited to visible minorities, peoples with disabilities, racialized peoples, Indigenous peoples, and persons of all sexual orientations and gender identities. Please let us know if you require any accommodations throughout the interview process. We will make all reasonable efforts to accommodate."
"Lead, Buildings",Federation of Canadian Municipalities,"Ottawa, Ontario, Canada",Mid-Senior level,4 days ago,Full-time,Other,Non-profit Organizations,"The Federation of Canadian Municipalities (FCM) is the national voice of municipal governments, representing the interests of cities and communities with the federal government.Position Lead, Buildings Department Growth & Development - Green Municipal Fund (GMF) - Programs Classification  Level 7 SalaryOur salaries generally range from $98,000 - $110,000 and are based on qualifications and experienceLanguages English required, French is an asset Term Permanent Full-Time Location Hybrid (Ottawa)/Remote (Canada)Why GMF is the place for youAt GMF, we empower our people to create change where it has the most impact – municipalities. GMF is a $1.6 billion permanent endowment from the Government of Canada, managed at arm's length, making it nimble and available for higher-risk, higher-impact initiatives. A further $530M investment into GMF to support the National Adaptation Strategy was announced in November 2022. Our team is committed to helping local governments switch to sustainable practices faster. GMF is the cornerstone program of the Federation of Canadian Municipalities (FCM).Our unique mix of funding, resources, and training gives municipalities the tools they need to build resiliency — and create better lives for Canadians. Through GMF, municipalities have reduced carbon emissions; built better transportation assets; constructed efficient and resilient buildings; diverted waste from landfill; made previously unusable land available for development; and improved soil and water quality.You in this roleAs an active member of the FCM Green Municipal Fund (GMF) Programs team, the Lead, Buildings will support FCM’s overall role as a national leading municipal association and will promote the adoption of climate change solutions in the sector. The Lead will be responsible for the strategic leadership and direction of the Community Building Retrofit (CBR) Program and additional programming at GMF supporting energy efficient and resilient buildings. Reporting to the Director, Net Zero Acceleration Proggrams, the Lead will also take a leadership role in updating the GMF ’s strategy for the buildings sector, balancing the needs of the FCM’s diverse stakeholders and developing a pathway towards optimal environmental, social and economic benefits for Canadian communities. As part of their role, the Lead will ensure that the work GMF does in the sector aligns with and advances GMF’s strategic objectives. The Lead will also be responsible for developing the network and funding approaches and supporting knowledge and mobilization tools to support transformation of the sector towards more sustainable practices.The work at FCM includes FCM becoming an even more member-driven organization that balances the realization of its goals with a people-centered approach. The incumbent embodies FCM’s commitment to being a healthy, diverse, inclusive, and anti-racist organization. As a member of the team, the Lead, Buildings works in a manner that embraces these values, the corporate culture and the passion for FCM’s mandate.What you’ll be doingWill serve as GMF's Buildings lead. Responsible for the GMF’s funding offers for community and municipal buildings which includes ensuring the offers remain current and meet the needs of Canadian municipalities Responsible for developing GMF's sector intelligence, roadmaps and performing due diligence on potential solutions for the sector. Maintains up to date knowledge and data on trends and opportunities for low carbon, resilient buildings in Canada and globally and keeps the broader GMF team informed. Supports Capacity Development (CD) in development of mobilization materials such as business cases and procurement tools, and online materials to support municipalities in adoption of emerging solutions. Engages with municipalities to provide direction and advice for their specific circumstance Supports outreach in assessing new applications, advising for success and pro-actively seeks new funding opportunities that address energy sector priorities. Pro-actively looks for multi-community risk-sharing and partnering opportunities to accelerate results and replication in the sector and identifies opportunities for large commercialization partners/investors to support broad mobilization of solutions. Establish and maintain strong relationship with key stakeholders and sector organizationsDevelop strategic partnerships with other organizations for the delivery of sector initiatives Provide expertise to inform FCM energy advocacy priorities Represent FCM in conferences, events, webinars, meetings, including with senior officialsRepresent energy sector work and direction at GMF Council.Your skills make us betterEducationYou bring:Engineering degree and 7-10 years of experience or other relevant combination of education and experience.Certifications such as Certified Energy Manager (CEM) and LEED credentials considered an asset. ExperienceExperience developing the business case and economic models for new building and building retrofit projects an asset.Experience assessing climate change impacts on buildings and integrating climate change resiliency into building design.Experience assessing the financial impacts of climate change on building stock and knowledge of financial mechanisms to increase the resilience of existing buildings to climate change impacts.Experience providing technical and economic due diligence for procurement, investment or project finance of retrofit and new building projects.Municipal sector experience in advancing adoption of sustainable technologies and practices. Experience in economic modeling and cost sensitivity analysis.Technology and sector road mapping experience. Public and private sector experience. KnowledgeKnowledge of deep retrofit strategies for buildings.Demonstrated knowledge of building science and sustainability for residential, municipal and commercial buildings.Strong understanding of emerging clean technology trends and environmental solutions CompetenciesPitching, presenting, proposing and getting new build and retrofit projects approved Strong analytical and communications skills. The ability to communicate in written and verbal format in both official languages is an asset. Why working here rocks We Prioritize Work-life Balance With Our Flexible ModelWhen we say flexible work model, we mean that in collaboration with your manager and based on what your team needs, you have the flexibility to determine when you work so that you can enjoy a healthy balance between work and personal demands.While you do need to live in Canada for this role, you can primarily work from home. Travel may be required to Head Office in Ottawa periodically. The majority of the GMF team operates from the National Capital Region.We do like to visit the areas we are impacting and it allows us to see unique and wonderful parts of our country. You may find yourself traveling nationally 10-15% of the time. We don’t just talk about employee wellness, we live it:  Summer hours between July 1 and Labour Day:7-hour workdays rather than 7.5Every Friday off in the summerFlexible work arrangements to support productivity and well-beingCommitment to employee developmentCompetitive range of employee benefits and servicesOffice facilities located in the Byward Market and Ottawa’s downtown coreWe’re committed to fostering an organizational culture that embraces equity, diversity, inclusion and belonging, where individuals from diverse racial and ethnic identities, nationalities, social economic status, sexual orientation, gender identity/expression and physical and mental abilities can thrive and be fully engaged at their best level.We welcome and encourage applications from people with disabilities. Accommodations are available on request for candidates taking part in all aspects of the recruitment and selection process.How To ApplyIf this role speaks to you and the impact you want to make, we’d love to hear from you! Apply today.The deadline to apply is March 27th, 2024.The future of work here includes a hybrid work model; therefore, this role will be a combination of virtual and on-site work.The successful candidate is required to live in and be authorized to work in Canada. They are also required to be able to work from home/remotely, from within Canada. All in-office work and in-person meetings for work that take place inside and/or outside of the offices located in Ottawa will be subject to FCM’s Safe Workplace Vaccination Policy, as well as its health and safety procedures.For additional information on this posting, or for further information on FCM, access our website at www.fcm.ca. Learn more about the Green Municipal Fund at https://greenmunicipalfund.ca/"
Custom Home Project Manager,Construction Ontario,"Oakville, Ontario, Canada",Mid-Senior level,3 days ago,Full-time,Project Management,Construction,"Position OverviewConstruction Ontario trains with the future in mind. We deliver supportive and innovative recruitment solutions for small, medium, and large construction employers. In addition, we help Ontarians find jobs in construction with diverse companies across Ontario.Our member is seeking a highly organized and experienced Custom Home Project Manager to join their dynamic team. As a Project Manager, you will be responsible for overseeing the entire lifecycle of custom home builds, from initial client consultation to project completion. Collaborating closely with an Assistant Supervisor, you will play a crucial role in coordinating trades, managing schedules, and ensuring the successful execution of high-quality custom home projects.Key ResponsibilitiesClient Interaction:Conduct initial client consultations to understand their vision, preferences, and specific requirements.Establish and maintain strong client relationships throughout the project, providing regular updates and addressing concerns or inquiries promptly.Project Planning:Develop comprehensive project plans outlining timelines, milestones, and critical path activities.Collaborate with the design team to ensure accurate interpretation and implementation of client specifications.Budgeting and Pricing:Gather pricing information from suppliers, subcontractors, and other relevant sources to develop accurate project cost estimates.Monitor and manage project budgets, identifying and addressing any cost overruns.Trade Coordination:Collaborate with subcontractors and trade professionals to ensure seamless coordination of work.Negotiate contracts and agreements with subcontractors, ensuring competitive pricing and adherence to project timelines.Scheduling and Logistics:Develop and maintain a detailed project schedule, coordinating activities and resources efficiently.Oversee logistics, including material deliveries, equipment rentals, and site preparations.Quality Control:Implement and enforce quality control measures to ensure the highest standards of workmanship.Conduct regular site inspections to monitor progress and address any issues promptly.Team Leadership:Work closely with the Assistant Supervisor to delegate tasks and responsibilities effectively.Provide guidance, support, and mentorship to team members, fostering a collaborative and results-driven work environment. Qualifications:Minimum of 5 years of experience in project management, specifically in custom home building.Proven track record of successfully managing and delivering high-quality custom home projects on time and within budget.Strong knowledge of construction processes, building codes, and industry best practices.Excellent communication and interpersonal skills, with the ability to effectively interact with clients, subcontractors, and team members.Highly organized with exceptional attention to detail and problem-solving skills.Proficient in project management software and Microsoft Office Suite.If you are a motivated and experienced Custom Home Project Manager with a passion for delivering exceptional results, we invite you to apply and contribute to our partner’s growing success in the custom home building industry."
Framing Working Foreman,Potvin Construction Ltd.,"Ottawa, Ontario, Canada",Mid-Senior level,4 days ago,Full-time,Management and Manufacturing,Construction,"Job DescriptionPotvin Construction Company, a renowned leader in the construction industry for over four decades, invites you to join our esteemed team. With expertise spanning across Interior Trim, Exterior Siding, Cabinetry, and Framing divisions, we are committed to delivering excellence in craftsmanship and service.Overview:As a working Foreman you will be responsible for leading, supervising, and motivating a small crew of construction workers in the Framing division. You will be working from one of our residential construction sites in Ottawa, playing a pivotal role in overseeing and participating in the residential division. Your leadership and expertise will be instrumental in ensuring the quality, efficiency, and safety of our framing operations.Primary responsibilities:Lead and coordinate employees and subcontractors, actively participating in framing activities. Ensure quality installation through thorough inspection and hands-on involvement. Provide project planning and management support, overseeing the framing division's tasks and schedules. Participate in safety and incident investigations and reviews, maintaining a safe working environment. Assist project coordinator in reviewing and updating construction schedules, offering insights from on-site experiences. Ensure all workers receive necessary training, offering guidance and mentorship as a working foreman. Attend weekly and quarterly production meetings, providing input on framing progress and challenges faced on-site. Qualifications:Proven track record in employee supervision, showcasing strong leadership abilities. Positive attitude coupled with a customer-centric mindset. Extensive experience in carpentry and framing, ensuring high-quality workmanship. Exceptional organizational skills for efficient task management. Proficiency in problem-solving and troubleshooting, resolving challenges effectively. Ability to thrive under pressure in fast-paced environments. Professional demeanor. Self-motivated, responsible, and committed to delivering excellence through hard work. Bilingual proficiency is considered an asset. Benefits:Dental careExtended health careLife insurancePaid time offCasual dress codeCompany eventsOn-site parkingJoin us where your leadership and expertise will contribute to our continued success in delivering top-notch construction solutions. Apply today to be part of our longstanding legacy of excellence in the industry.Company DescriptionPotvin Construction, family owned local business, has been a leader in the Ottawa construction industry. For over 40 years, we’ve specialized in providing quality products, expert craftsmanship and reliable customer service to both residential and commercial builders. Specializing in framing, siding, interior trim and cabinets.Potvin Construction, family owned local business, has been a leader in the Ottawa construction industry. For over 40 years, we’ve specialized in providing quality products, expert craftsmanship and reliable customer service to both residential and commercial builders. Specializing in framing, siding, interior trim and cabinets."
Junior Estimator,Chandos Construction,"Chalk River, Ontario, Canada",Mid-Senior level,3 days ago,Full-time,Engineering,Construction,"Company DescriptionWe are ChandosInclusion, collaboration, innovation and courage.These values speak to our desire to create places where all people belong, listening and learning from one another in a way that sparks ideas and leads to positive changes in our industry and community. They also demonstrate our commitment to a diverse, equitable, and inclusive culture. And, if they resonate with you too, we should talk!We are 100 percent employee owned and proud to be the first and largest B Corp certified national technical builder in North America, meaning we put our values at the centre of everything we do.Continuous improvement is core to our success. Championing innovative and collaborative ways to build is just one example of that. Collaborative construction leads to more efficiency, cost savings, social value, and a much better working experience for everyone.Every day, our teams are working to build places for people to live, work, learn, serve, and play. But above all, we’re building community. And, we’re looking for like-minded people to join us. Together, we can build a better world.Job DescriptionThe Construction Cost Estimator is responsible for the accurate, timely preparation of full-cost estimates for projects, including materials and labour. This individual's accuracy is critical to the profitability of the business.Prepare and / or co-ordinate the preparation of full-cost estimates on Conceptual, Design-Build / Construction Management / IPD / Lump Sum or general tender work. Prepare materials, labour and equipment cost estimations necessary to successfully carry out a construction project according to proposals, plans, estimates and specifications. Establish unit costs, labour rates, productivity factors and location impactsObtain competitive material & equipment prices for all tenders / pursuits, specific to each opportunityEvaluate and recommend allowances for indirect costs, design unknowns, escalation and contingency. Establish and develop competitive edges on tenders / pursuits in order to improve chances of success. Attend Pre-tender site visits / meetings in order to fully understand the scope of the tender / projectReview design options and recommend best solution based on cost, engineering quality or availability of materials. Provide technical assistance in negotiating contracts, change orders, etc., as requiredParticipate and / or lead commercial / contract negotiations for Sub-trade “Buy-out’s” on secured projects; in conjunction with the operations teamAttend and Participate in Interviews with Client Teams for projects / opportunities that we are pursuingQualificationsPost-secondary degree or diploma in construction/engineering or an appropriate field. Less than 5 years of experience in estimating. Nuclear experience is an asset. Able to read and interpret building specifications, schematics and as-builds. Mathematical and analytical skills necessary for development of material and labour estimates. Mathematical and analytical skills necessary for interpretation of job-cost reports. Able to use cost-estimating software to prepare cost quotes and bids. Strong working knowledge of Microsoft Excel, Word, Outlook and Adobe. Good understanding of current market conditions and competitors within our marketplaceAdditional InformationChandos is an equal opportunity employer. We are committed to inclusive, barrier-free recruitment and selection processes, and work environment. We will be happy to work with applicants requesting accommodation at any stage of the hiring process.We recognize that our differences are our greatest strengths. We uncover talent. We nurture talent. And then we give people the tools they need to use their talent to create a positive impact.We are 100% employee owned. Every person who works for Chandos can become an owner. There is only one class of units at Chandos, because we believe everyone should be treated equal. We talk about being an entrepreneurial-minded organization and you can be sure we mean it!Competitive wagesWell rounded employer paid benefits program including health, dental, vision care and employee assistance programRRSP matching program to aid and prepare employees for long-term financial securityEducational assistance for employees who wish to pursue job-performance enhancing educationRecognition and annual salary reviews programLeadership conferences that allow employees to connect and collaborateRegular company-wide engagement opportunitiesChandos only accepts applications through our portal from individuals. All resumes and applications submitted by an agency or consulting firm will be disqualified from our recruitment process."
Installateur,CameleonHR,"Terrebonne, Quebec, Canada",Entry level,2 days ago,Full-time,Engineering,Construction,"Chez Caméléon RH, nous croyons au bonheur au travail et ceci passe essentiellement par un bon jumelage entre le bon rôle, la bonne entreprise, le bon patron et l’environnement qui sera stimulant pour vous! Nous sommes là pour vous écouter, vous comprendre et connaître la personne derrière le curriculum vitae. Nous nous engageons à vous présenter des offres qui vous permettront de vous épanouir et de vous réaliser en tant que professionnel, mais aussi en tant qu’individu.Êtes-vous prêt pour l’aventure Caméléon? Notre expertise, vos couleurs!Location :  Laurentides / Lanaudière / Montréal / Laval.Type d’emploi :  Le poste est permanent temps plein, soir, nuit et fin de semaine.Ton environnement de travail :Notre client est une entreprise dynamique et flexible en pleine expansion qui offre un service de qualité. Tu travailleras dans un environnement collaboratif qui encourage la communication ouverte et qui est très dynamique et qui encourage l’innovation, l’amélioration continue et les nouvelles idées.Ton quotidien, en quelques lignes :Le rôle de linstallateur de chantiers routiers est d’installer et désinstaller les équipements de signalisation sur les chantiers routiers (panneaux de signalisation, barils, etc.), d’effectuer le chargement et le déchargement du matériel de signalisation, de déplacer des remorques flèches et tout autre équipement de sécurité en veillant à la sécurité des usagers de la route, des citoyens et de ses coéquipiers.L’emploi exige de soulever des charges à répétition (charges allant jusqu’à 50lbs.), et de travailler dans diverses conditions météorologiques.La petite liste des indispensables :Carte d’installation de la signalisation de chantiers routiers AQTR STC-101. Nous offrons cette formation! Permis de conduire classe 5 valide;  Bonne lecture de plan de signalisation;  Bonne forme physique (capable de soulever des charges de 50+lbs à répétition); Vigilance, courtoisie, autonomie, initiative, patience, sens de l’observation, communication. Bonnes raisons pour postuler :4 semaines de vacances; fermé entre Noël et Jour de l’an; Assurances collectives offertes et possibilité de participer à un RVER; Poste qui offrira beaucoup d’autonomie et de latitude."
Panel Shop Foreman,Rising Edge Group,"Calgary, Alberta, Canada",Associate,1 day ago,Full-time,Other,Non-profit Organizations and Primary and Secondary Education,"RoleReporting to the Fabrication Manager, the role of Panel Shop Foreman is to supervise and oversee daily activity of all panel shop personnel as well as assist manager in various administration duties. The Panel Shop Foreman is accountable for employee safety, workplace productivity, training and mentorship. This role also serves as the first point of contact for any concerns and questions by all panel shop personnel. ResponsibilityConduct daily tailboard meetings and weekly safety meetings with employees to discuss safety, daily tasks, weekly goals and progress from a team oriented prospectiveCreate/Review material BOMs for all panel projects. Manage BOMs through execution of project, ensuring lead times are met and materials are ordered in timely mannerOrganize prints and material for upcoming jobs and ensure all panel shop employees understand timeline and quality expectations for their assigned tasks Work with the Panel Shop Manager to ensure that scheduling is properly maintained and each employee is coded to the correct job/module on daily timesheetsAid with training of new employees to ensure that the quality and workmanship standards of Rising Edge Technologies are thoroughly adhered toEnsure all material items located in surplus area of the panel shop are maintained and accounted forCompletion of QA/QC of all modules before they leave the shop and ensuring that all QA/QC drawings and as built drawings are sent to document control for scanningCommunicate with the Fabrication Manager regarding any defects reported on equipmentAssist Fabrication Manager in completing estimates and proposalsRequirements2 years diploma in Business Administration, Construction or a related field preferredAt least 2 years of practical experience working in a Panel Shop or construction environment, with 1 year in a supervisory role requiredHighly organized and attentive to details while working in a fast paced, deadlines driven environmentProficient in MS Office Suite Familiarization with ISO 9001 Quality Management System considered an assetMust be to read and understanding electrical wiring and schematic diagramsLeadership experience considered an assetBenefitsExtended Healthcare Plan (Medical, Disability, Dental & Vision)Paid Time Off BenefitsTraining & DevelopmentEmployee Assistance Program - CounselingRPP - Group RRSP"
Residential JM Carpenter,GrizzlyTrek Group Ltd.,"Grand Forks, British Columbia, Canada",Mid-Senior level,6 days ago,Full-time,Management and Manufacturing,Internet Publishing,"Location: Grand Forks, BCAre you a skilled and experienced Residential Carpenter looking for a new opportunity? We have an exciting opening in Grand Forks, BC, for a dedicated and talented individual to join our team.Responsibilities:Interpret and understand project blueprints to effectively carry out construction tasks.Measure, cut, and shape materials to precise specifications.Install structures and fixtures such as windows, doors, cabinets, and molding.Collaborate with other construction professionals to ensure timely and accurate project completion.Adhere to safety guidelines and regulations to maintain a secure work environment.Maintain tools and equipment in good working condition.Qualifications:Proven experience as a Residential Carpenter.Proficient in using hand and power tools.Strong knowledge of construction materials and techniques.Ability to read and interpret blueprints.Excellent attention to detail and precision.Strong problem-solving skills.Effective communication and teamwork abilities.Requirements:High school diploma or equivalent.Valid driver's license and reliable transportation.Ability to work independently and as part of a team.Physical stamina and the ability to lift heavy objects.Positive attitude and strong work ethic.Benefits:Competitive salary based on experience.Health and dental benefits.Opportunities for professional development and training.Supportive and collaborative team environment.How to Apply:If you are a skilled Residential Carpenter seeking a new and challenging opportunity in Grand Forks, BC, we invite you to submit your resume. Please include ""Residential Carpenter Application"" in the subject line.Application Deadline: [Insert Deadline]We appreciate all applications; however, only candidates selected for an interview will be contacted. Thank you for your interest in joining our team!Powered by JazzHRPtE6rNiA2h"
New Home Builders Site Superintendent,Ironstone Home Builders Inc.,"Edmonton, Alberta, Canada",Mid-Senior level,1 day ago,Full-time,"General Business, Management, and Business Development",Construction,"Job DescriptionSmall volume homebuilder is currently seeking a residential site superintendent to join their team in Edmonton. Successful candidate was spent 60% of their time supervising all aspects of her new home construction and 40% of their time conducting minor repairs to customer occupied home. Work will be primary based out of West Edmonton andSt.Albert. Ideal candidate must pose a minimum of five or more years of experience working with a new home builder as a site superintendent. Interested candidates please forward your resume via email along with your salary expectation. Key Responsibilities and Accountabilities: Strong interpersonal and communication skills Conducts quality control home inspections before and after possession (attention to detail) Responsible to perform basic carpentry, general labor duties including but not limited to, digging, sweeping & lifting Performs touch up painting when required Conduct minor drywall repairs Communicates and deals with the homeowners face to face with regards to their deficiencies Improves, corrects or reports concerns in quality workmanship Experience with basic hand and power tools Must be able to multitask, work well under pressure, Independently and with a team Following and enforcing company safety policies and procedures Knowledge of Microsoft Office (Word, Excel & Outlook) Solid knowledge of construction site operations and building codes. Expected start date: 2021-05-31Job Types: Full-time, PermanentSalary: $50,000.00-$80,000.00 per year"
Cleaner - Belview Apartments,Broadstreet Properties,"Calgary, Alberta, Canada",Entry level,5 days ago,Full-time,Management and Manufacturing,Internet Publishing,"As a Cleaner, you will have an extremely important role for helping to ensure the wellness of our tenants. A clean space and a friendly face can make anyone’s day! If making a difference is important to you, then using your eye for detail will help you make this positive impact all while satisfying your need for clean. Apply today and we could be welcoming you to our fantastic team at our Belview Apartments, SW Calgary, AB!Your contributions to the team include: Maintaining entrances and hallwaysMonth end cleaning of appliances, walls, carpets, blinds, windows, baseboards, lighting, bathroom and cupboardsAttending pre-move out and annual inspections to provide cleaning estimatesSupporting the general maintenance of the building’s exteriorOther duties as requiredWhat you need to be successful:Knowledge of various cleaning productsBasic computer skillsValid driver’s license and reliable vehicleAbility to travel between sites as requiredThe perks:Employer paid extended health, vision, and dental coverage (including family)Employee and Family Assistance ProgramYearly health and wellness benefitRPP eligibility after one yearEmployee recognition programIn-house professional development opportunities Why Broadstreet?Broadstreet Properties Ltd. is a family owned and operated property management company, partnered with Seymour Pacific Developments, that manage multi-family residential communities. We are a growing organization made up of diverse team members who are motivated to continuously innovate our approach to asset management. We consider employee wellbeing a priority and are dedicated to protecting the health and safety of our teams while ensuring a workplace that is respectful of everyone.Broadstreet Properties Ltd. practices equal opportunity hiring and onboarding processes to ensure equal access and participation for everyone. We understand that we have a responsibility for ensuring a safe, dignified, and welcoming environment and we are committed to creating an inclusive environment for all employees irrespective of race, colour, religion, sexual orientation, gender identity, or any other status protected by law. We believe in integrating people with disabilities into our workforce by removing barriers and meeting accessibility needs.Powered by JazzHRrOy4YPH27K"
"Rendering Specialist, Interior Design",RH,"Toronto, Ontario, Canada",Associate,2 days ago,Full-time,"Design, Art/Creative, and Information Technology","Design Services, Hospitality, and Furniture and Home Furnishings Manufacturing","Job DescriptionAt RH Interior Design, we understand the art and science of lifestyle, environment, and taste to create a functional, beautiful and personal space. We provide luxury design services and presentations for the reimagining of one room or an entire home, anywhere in the world.The Rendering Specialist plays an integral role in supporting key phases of a design project’s lifecycle in collaboration and partnership with RH Interior Design. They are innovators, detailed-oriented and passionate about their craft that ensures the integrity of everything we produce for RH.What You Can Expect From UsLive and breathe Our Vision, Values, and Beliefs every dayExposure to the World of RH: Our values and beliefs, RH design ethos, our products, places, services and spaces through the lens of world class residential interior design.Commitment to educate and develop through dedicated mentorshipExperience within a professional and specialized interior design environmentWhat We Expect From YouLive and breathe Our Vision, Values, and Beliefs every dayModel 3D brand elevating renderings from 2D floor plans to elevate design presentationsAbility to apply and manipulate materials and textures to achieve desired resultsCreate balance through natural and ambient lighting Produce strategic camera views to highlight primary components of a designFollow formatting standards for digital assetsCoordinate all phases of the rendering process which includes acquiring rendering information, setting up review meetings with the Designers and updating rendering log databases Help to maintain, and expand our 3D products library, materials, and texturesMeet target completion dates for rendering requestsComplete assigned tasks each day and maintain timely communicationsEducation ExperienceFormal education in Architecture or Interior Design preferredRelevant industry experience requiredTechnical RequirementsProficiency in SketchUp (or similar modeling program) and V-ray (or similar rendering program)Expert in Adobe Creative Suite and AutoCAD Knowledgeable with Mac operating systems, IOS Devices, Microsoft Office, and Google applicationsOther RequirementsPosition entails prolonged sitting Licensed to drive preferred Ability to travel locally or out of stateAbout UsRH is an equal opportunity employer and does not discriminate against any applicant on the basis of race, color, religion, national origin, gender, marital status, age, disability, sexual orientation, military/veteran status, or any other status protected by federal or state law or local ordinance.At RH, we are committed to promoting pay equity. Rate of pay is determined based on each individual's experience, qualifications, and the geographic location of the role."
"Maintenance Aide - Full-time (temporary) - Woodslee, ON",Southbridge Care Homes,"Essex, Ontario, Canada",Entry level,5 days ago,Temporary,Other,Internet Publishing,"Home: Country Village Long-Term Care Home Location: Woodslee, ONPosition: Maintenance Aide - Temporary, Full Time. Do you want a job that is different every day? Do you enjoy being the person everyone goes to for help? Are you a jack of all trades? If so, this might be the role for you!Reporting to the Environmental Services Manager and Administrator, this team member performs general, routine maintenance and servicing operations throughout the facility, keeping our residency safe for all Residents and staff alike! Ready to join our team?If this was your new position, you would:Observe and monitor all areas of the facility for ongoing maintenance and servicing requirements and carries out repairs as requiredDocument and implement the preventative maintenance programsPerform mechanical maintenance and repairs to equipmentPerform general maintenance and repairs to plumbing and electrical systemsPerform general carpentry work and repairs such as installing floor and wall tiles, repairing drywall, mud and taping, etc.Refer problems requiring specialized work such as electrical or plumbing, to outside contractors and monitors work performed and obtain approval to do suchOther jobs around the facility as need be in order to follow procedures and policies regarding the upkeep of the residencyTo be successful, you will...Technical training in building maintenance required3-5 years experience and/or knowledge of mechanical and electrical systems, plumbing, carpentry and heating and ventilation systemsAbility to read and interpret blue prints and manuals related to equipment and systemsGood communication skills, both verbal and writtenInterested applicants should apply directly through this posting. We would like to thank all applicants for your interest in working as part of our team! Only those applicants selected to move forward in the recruitment process will be contacted.Southbridge Care Homes welcomes those applicants with disability related needs and those whom a need for accommodation in the recruitment process. Please provide notice of your need for accommodation to the hiring manager upon scheduling of an interview.Powered by JazzHRs70gPAgbhz"
Building Manager,Northview Residential REIT,"Winnipeg, Manitoba, Canada",Mid-Senior level,4 days ago,Temporary,Strategy/Planning and Information Technology,Real Estate,"At Northview, we are a passionate, community-focused team dedicated to making our properties the best they can be. We are proud to live, work, and play in the neighborhoods we serve, next to our residents, hotel guests and commercial tenants across Canada.We are looking for a Building Manager to join our Residential team in Winnipeg, MB. Reporting to the Regional Manager, you will be is available to respond to emergencies, tenant concerns/issues, maintain the cleanliness of the building as well as look after the maintenance and leasing of apartments. This position requires someone who is passionate about providing a safe and clean place for residents to call home.ResponsibilitiesCustomer Focus:Respond to all resident questions, concerns and complaints in a timely mannerHandle all aspects of renting suites such as; schedule viewings, conduct references and credit checks and perform move-in and move-out inspectionCollect monthly rent paymentsServe all legal documentation and any other resident communication as requiredInspect occupied and vacant units as requiredFocus on customer service and resident retentionAdministrativeEnter work orders into YARDIMaintain accurate resident filesPreparation of resident correspondenceResponsible for bank deposits, EFT's and security deposit refundsBuilding MaintenanceClean all common areas including entrance and exits, make sure walkways are clearMaintain the cleanliness of the groundsVacuum/wash floors, elevators, hallways, stairs, windows and common roomsPerform seasonal duties as required (gardening, snow removal and salting)Cleaning of vacant unitsGrounds keeping; mowing & weedingPerform minor maintenance as neededQualificationsExcellent customer service skillsPrevious experience managing a residential rental complex while residing on the propertySolid understanding and enforcement of the Residential Tenancy ActStrong communication skills and experience in conflict resolutionFlexible schedule able to work evenings, weekends and holidaysProficient in the use of Microsoft OfficeCapable of lifting and carrying up to 30lbs unassistedBenefitsCompetitive payExtended health care including medical, dental and vision coverageLife insurance, drug coverage and wellness programsDiscounts on rent at Northview propertiesIf your background matches the qualifications listed above and you are looking for an opportunity to make a difference in the communities we serve, please submit your resume in confidence to www.ir.rentnorthview.com/about/careers. Please note, only those candidates chosen to continue through the selection process will be contacted. Northview welcomes and encourages applications from people with disabilities. Accommodations are available on request for candidates taking part in all aspects of the selection process."
