Job role,Company,Location,Experience Level,Posted time ago,Job Type,Job Function category,Industry Category,Job Description
Mechanical Designer,Inspiretci,"Ingersoll, Ontario, Canada",Entry level,1 week ago,Full-time,Engineering and Information Technology,Staffing and Recruiting,"The Mechanical Designer will work within the Engineering Design Department. This position involves working within a collaborative team environment to design and document product solutions to satisfy the customer's needs. The successful candidate should possess a strong aptitude for creative design, be resourceful, detail-oriented, and work comfortably within a cross-functional team environment.Responsibilities:Design and develop mechanical aspects of custom and engineered systems using SolidWorks & AutoCADProvide and implement engineering solutions to mechanical and system design challenges Understand the customers processes and industry to develop innovative technologiesAssist project teams with technical challenges and provide technical direction.Participate in continuous systems design improvementsResponsible for ensuring designs satisfy contract specifications and all applicable design standardsReview final designs and engineering drawingsInformally lead and support the Systems Design teamQualifications:Strong mechanical and electrical aptitude acquired through 3+ years of professional experience.A post-secondary degree in mechatronics, mechanical engineering or equivalent.Interest in and familiarity with mechanical fabrication processes including sheet metal fabricationResourceful with a proven ability to research problems and complete tasks.Ability to work and grow independently.Ability to solve technical problems.Experience using SolidWorks, AutoCAD, and MS Excel."
Electronic Hardware Engineer,H55,"Longueuil, Quebec, Canada",Mid-Senior level,2 days ago,Full-time,Engineering and Information Technology,Internet Publishing,"About H55As the technological spin-off of Solar Impulse, the first electric airplane to fly around the world, the mission of H55, is to make aviation clean, safe, and affordable.The company’s strengths and competencies lie in developing propulsion and energy storage solutions which are modular, lightweight, and certifiable.H55 is comforting its position as a major enabler in the electric aviation market by having integrated and flown 4 electric airplanes, having gained various Canadian customers and the recent announcement of a new facility in Longueuil.About The RoleIn the frame of its product development (Energy Storage System), H55 is hiring an Electronics Hardware Engineer.Within a multi-disciplinary team, you will be responsible for the Electronic Circuit Board Design, development and verification.You will report directly to the Item Team Leader.Specifically, you will be responsible to:Write the board Requirement SpecificationCreate board schematics with :Input protections and filtering,Mixed analog input/output interfaces (High/Low Voltage, current, temperature measurements, …),Digital interfaces,Communication Buses (CAN, RS485),Microcontroller,Write Design documentation: Design Description, Design calculations and analysis …Perform board layout (components placement and routing),Write Verification & Validation test procedures,Debug, troubleshoot and integrate the board,Execute the formal tests and document them in a test report ,Define the acceptance test procedure,Support the development of test benches,Maintain detailed and meticulous documentation throughout the entire process,Manage all data under your responsibility according to our DO-254 development methodologies and configuration management rules.Your ProfileMaster’s degree or bachelor in electronics engineering,5-10 years of experience in the development of high reliability and/or safety-critical hardware (industrial, automotive, medical and/or aerospace),Good knowledge of:Mixed analog/digital circuit, power supply, high voltage architecture, protection and filtering,Electronics Circuit calculations (tolerance/error analysis),Circuit simulation (Simetrix or other spice equivalent),Proficiency in Schematics entry and circuit board layout (Altium Designer tool),Good knowledge of PCB IPC standards,EMI/EMC good practices.Notions in Thermal Engineering (cooling) and Mechanical Engineering (enclosure) is a plus,Experience of environmental testing (temperature, vibration, EMI/EMC, DO-160) and aviation development assurance standards (DO-254) is a plus,Fast learner, rigorous, with analytic problem-solving capabilities and ability to properly document,Well organized, capacity to prioritize,Fluency in English and French,This role might require rare travelling to our headquarters in Switzerland.We offer a highly dynamic and multicultural environment where you can grow and learn by working on ambitious challenges to shape the future of Electric Aviation. We hope this role sounds exciting and could be your next step, if so follow the steps to apply, we are looking forward to receiving your application.We hope this role sounds exciting and could be your next step, if so follow the steps to apply, we are looking forward to receiving your application.H55 is an equal opportunity employer and welcomes applications from all qualified individuals regardless of race, sex, disability, religion/belief, sexual orientation or age. All aspects of employment including the decision to hire, promote, discipline, or discharge, will be based on competence, performance, and business needs.Powered by JazzHRmt6XUonR5I"
"Mechanical Engineer, Static Equipment",Bantrel Co.,"Edmonton, Alberta, Canada",Mid-Senior level,1 day ago,Contract,Engineering,Mechanical Or Industrial Engineering,"Company DescriptionBantrel is proud to be a leading provider of Engineering, Procurement, Construction and Construction Management (EPC / EPCM) services in Canada.For 40 years we have delivered end-to-end solutions for some of Canada’s most challenging and complex energy, mining, infrastructure, and nuclear projects, with an unrelenting focus on safety and quality. Bantrel performs design and procurement services from our primary Calgary, Edmonton and Toronto office locations and delivers construction management and self-perform construction services at various Client sites across Canada.We operate independently but leverage the global expertise of and provide resources to our affiliate Bechtel Corporation, one of the largest EPC companies in the world, and remain Canadian focused including through our other shareholder, McCaig Investments, a respected local family group of businesses and deep community supporter. Our private ownership provides long-term business planning and strategic decision horizons supported by a strong financial position.www.bantrel.comBantrel Co.: My Company | LinkedInJob DescriptionWe are currently seeking a qualified Mechanical Engineer, Static Equipment, to join our Energy team, based out of our Edmonton location. The Mechanical Engineer, Static Equipment will be seconded to our client site location in Edmonton providing Mechanical Engineering support for Piping, Pressure Vessels, Towers, Exchangers, valves etc. and have the opportunity to work at an energy refinery. Join us in this full time role and be a champion of diversity and inclusion.QualificationsMinimum requirements:P. Eng in Alberta (or able to get P.Eng. within 6 months) 3+ years as a Mechanical Engineer preferably in Oil and Gas. 8+ years preferred.Experience with ASME Codes B31.3, Section VIII Div 1, ASME B16.5 and API/ASME Standards pertaining to valvesAdditional DutiesComplete repair plans for static equipment (Piping, Pressure Vessels, Towers, Exchangers, valves etc.)Prepare Material Specifications for procurement and fabrication of static equipment.Review piping repair packages for adherence to codes, standards and internal practices.Review design changes for compliance to codes and standardsCoordinate with various site stake holders to gather information and gain alignment on repair strategyPrepare data sheetsReview vendor documentation for compliance with site requirementsComplete field checks as neededProvide mechanical engineering support during turnaround executionWork under supervision of Lead Turnaround EngineerAuthenticate drawings and engineering packages under Client Permit.Additional InformationOur culture is guided by our Vision, Values and Covenants, these shape how we treat one another, our Clients, and how we achieve excellence. Bantrel has a long and vibrant history of local community involvement, employee volunteerism, and corporate philanthropy.We offer a competitive compensation package, a great learning environment, interesting & challenging work, and the opportunity for career advancement.Please note only those candidates selected for interview will be contacted - all other resumes will be retained for future consideration. No phone calls or unsolicited agency resumes please."
Mechanical Engineer (Pump Stations),"Johnson Service Group, Inc.","Calgary, Alberta, Canada",Mid-Senior level,3 days ago,Contract,Engineering,Pipeline Transportation and Oil and Gas,"Job DescriptionMechanical Engineer (Pump Stations) - ContractRole OverviewWe are seeking a seasoned Mechanical Engineer with approximately 10-20 years of experience in pump station, pipeline, interconnect and tank engineering/design to move oil and natural gas. This contract role is primarily supporting the engineering and design for one project. The duration of the contract will be from March 2024 to December 2024.ResponsibilitiesPerform full lifecycle product development of pump station components, ensuring alignment with project needs and requirements. Compile specification lists, compare vendor submittals to the company specifications. Attend meetings representing the owner company as a member of the project and engineering team with the EPC Work closely with engineering SMEs for variance and requests for information Relay information from the project to the engineering SMEs Review design against company specifications package and industry practices Solve day to day issues and provide guidance to the EPC and project team Coordinate contractors and vendors for commissioning of equipment and manage project scope development through to installation, construction and final commissioning. Provide expertise in equipment maintenance, developing solutions for operational improvements and safety enhancements. Prepare and manage documentation, including engineering reports, project scopes, and maintenance verification documents. Collaborate with various teams to identify, formulate, and implement effective solutions to emerging problems, ensuring overall performance, reliability, and safety of the final product. The primary responsibilities of this candidate will be to support one project, however you may also support other activities including the generation of modifications and change orders (MOCs) and detailed engineering in support of our operating assets.QualificationsBachelor's degree in Mechanical Engineering Be Familiar with engineering design codes used in Alberta and in the oil gas industry inclusive of CSA Z662 and ASME B31.3 Proven experience in mechanical engineering, with specific expertise in pump station design and oil pipeline projects. Knowledgeable in project lifecycle management (PLM) Demonstrated ability in contributing to projects from concept through to commissioning, with excellent problem-solving and analytical skills. Strong interpersonal and communication skills, capable of working collaboratively in a cross-functional team environment. Willingness to travel as required for project needs. #D380"
Quality Control Inspector,Armstrong Fluid Technology,"Toronto, Ontario, Canada",Entry level,5 days ago,Full-time,Quality Assurance,Industrial Machinery Manufacturing,"The Quality Control Inspector inspect, audit, and test in-coming, in-process and finish good products and materials, tools, hydrostatic testing, or performance testing.This position is located in Toronto, Ontario and mainly will focus on the paint and packaging inspection.In addition to annual initiatives, the key accountabilities of this position are:In-Coming InspectionLead incoming inspection for the selected parts at the receivingProvide adherence to drawings and disposition of all non-conforming materialsInitiate NCR and follow NCR process to record and report nonconformityInspect and test First Article Inspections (FAI)parts and drawings In- Process Inspection Inspect assembly process and assembled products according to engineering specification and Manufacturing Engineering routing.Work with Manufacturing to manufacture compliance product.Coordinate changes into the assembly process as required to assure compliance to drawing.Lead meeting to address process improvements or Quality escapeAssist operation associate, Inventory associate and Engineering for any process improvement or investigation.Inspection of Finished Goods, MaterialsInspect finished goods and materials for all customers and maintain inspection checklist for OEM customersWork with OEM and Hydronics Departments to create and monitor Quality Inspection Plans for both departments.Coordinate changes to the inspection check sheets.Participate in Corrective Actions to assure issues are addressed & corrected. Disposition of Return goodsParticipate in investigation and disposition of return goodsWork with the Quality Coordinator and Warranty Engineer to process and evaluate the flow of return goods.Coordinate inter-site process to receive/ship parts between sites.Participate in Root Cause Analysis and provide feedback of potential failure modes. Role RequirementsCollege degree in an Engineering discipline or equivalent experience.2 years experience in Quality Management systemASME code knowledge a plus/ Willing to apply for certification upon completing the probationWorking knowledge of Quality Management system ( NCN, ISO, document control)Demonstrated knowledge & experience with GD& T drawing principles.Must possess computer skills & competencyRequired to be highly proficient in digital photography and photo file management.Able and willing to work under limited supervision with a high degree of accuracy.Familiarization with Safety regulations, policies, and procedures.Must be familiar and able to use all inspection equipment.(i.e., micrometers, height stands, dial calipers, optical comparator, and XRF instrument.)Must be literate in EnglishAble to lift 45lb. unassisted.Creative problem-solving skills, conflict management within different organizations (centralized and matrix organizational structures)Ability to break down complex problems in a simplified way, conduct root cause analysis and provide clear, well-thought-out recommendations.Strong, team-oriented leadership skills with presence and a bias for action.Self-directed with ability to work autonomously and collaboratively and a focus on results.Ability to communicate in an open and authentic manner in all situations"
SMT Inspector (Afternoon Shift),Evertz,"Burlington, Ontario, Canada",Entry level,1 day ago,Full-time,Engineering and Information Technology,Internet Publishing,"As a member of the SMT Department, you will be part of the manufacturing group that assembles our products.Responsibilities:Assist in running the SMT line.Inspect boards post reflow visually and with Automated Optical Inspection (AOI) machineHand soldering repair when requiredMaintain clean work environmentQualifications:Experience with electronic components in an electronic manufacturing environmentStrong attention to detail is required.Be results oriented, self-motivated, and a team playerComputer knowledge is an assetHand soldering experienceWhat we offer:Employer funded benefits programCompetitive total compensation packageWork-life balanceEmployee Assistance planEmployee Discount PlatformCareer progressionCasual work environmentSocial events and sports teamsAbout Evertz:Evertz Microsystems (TSX:ET) is a leading global manufacturer of broadcast equipment and solutions that deliver content to television sets, on-demand services, WebTV, IPTV, and mobile devices (like phones and tablets). Evertz has expertise in delivering complete end-to-end broadcast solutions for all aspects of broadcast production including content creation, content distribution and content delivery.Considered as an innovator by their customers, Evertz delivers cutting edge solutions that are unmatched in the industry in both hardware and software. Evertz delivers products and solutions that can be found in major broadcast facilities on every continent. Evertz’ customer base also includes telcos, satellite, cable TV, and IPTV providers.With over 2,000 employees, that include hardware and software engineers, Evertz is one of the leaders in the broadcast industry. Evertz has a global presence with offices located in: Canada, United States, United Kingdom, Germany, United Arab Emirates, India, Hong Kong, China, Singapore, and Australia. Evertz was named one of Canada’s 50 Best Managed Companies, which recognizes excellence in Canadian-owned and Canadian-managed companies. Canada’s 50 Best Managed Companies identifies Canadian corporate success through companies focused on their core vision, creating stakeholder value and excelling in the global economy.Evertz makes certain there is an equal employment opportunity for all employees and applicants for employment, including persons with disabilities. In compliance with AODA, Evertz will strive to provide accommodation to persons with disabilities in the recruitment process upon request. If you are selected for an interview and you require accommodation due to a disability during the recruitment process, please notify Human Resources upon scheduling your interview.Thank you for considering a career with Evertz!When you apply to a job on this site, the personal data contained in your application will be collected by Evertz Microsystems Ltd (“Controller”), which is located at 5292 John Lucas Drive, Burlington, Ontario, Canada and can be contacted by emailing privacy@evertz.com. Controller’s data protection officer is Nadiera Toolsieram, who can be contacted at privacy@evertz.com. Your personal data will be processed for the purposes of managing Controller’s and its' subsidiaries' and affiliates' recruitment related activities, which include setting up and conducting interviews and tests for applicants, evaluating and assessing the results thereto, and as is otherwise needed in the recruitment and hiring processes. Such processing is legally permissible under Art. 6(1)(f) of Regulation (EU) 2016/679 (General Data Protection Regulation) as necessary for the purposes of the legitimate interests pursued by the Controller, which are the solicitation, evaluation, and selection of applicants for employment.A complete privacy policy can be found at https://evertz.com/contact/privacy/Your personal data will be retained by Controller as long as Controller determines it is necessary to evaluate your application for employment. Under the GDPR, you have the right to request access to your personal data, to request that your personal data be rectified or erased, and to request that processing of your personal data be restricted. You also have to right to data portability. In addition, you may lodge a complaint with an EU supervisory authority.Powered by JazzHRE4JIoYCM8Q"
Manufacturing Engineering Manager,Confidential,"London, Canada Metropolitan Area",Not Applicable,4 days ago,Full-time,"Engineering, Manufacturing, and Management","Appliances, Electrical, and Electronics Manufacturing","We are currently searching for an experienced Engineering Manager to join our manufacturing team near London, Ontario. Reporting to the General Manager, you are a key member of the management team and will play a pivotal role in overseeing the development of our custom products, leading a team of skilled engineers, and contributing to the growth and success of our organization.KEY RESPONSIBLITIIES:Lead, mentor, and manage a team of design engineers, fostering a culture of collaboration, innovation, and continuous improvementDefine project timelines, set priorities, and allocate resources efficiently to meet deadlines and deliverablesLead new product development from cradle to grave ensuring the end product meets all customer needsEnsure the team are aware of day-to-day targets and responsibilitiesProvide guidance and support to the team in making informed technical decisions, staying up to date with industry best practices and emerging technologyDevelop the engineering department's long-term strategy and goals, including developing performance metrics, and key performance indicators (KPIs)Work in collaboration with business development to execute on the product development roadmapDevelops deep understanding of customers and their needs, incorporates this into departmental strategy, productsWork in collaboration with business development to execute on the product development roadmapDrive process improvement initiatives to increase efficiency and productivityRecommend, implement, and evaluate policies, procedures, and standards to improve all aspects of flowEncourage and support innovative thinking and problem-solving within the engineering teamConduct regular performance reviews, provide feedback via 1-on-1’s and support the professional development of team membersQUALIFICATIONSBachelor’s or Master’s degree in Engineering or a related field7+ years management experience in a manufacturing environmentStrong project management skills with a track record of successfully delivering complex projects on time and within budget, takes ownership and drives initiativesIn-depth knowledge of automation technologies, including PLCs, robotics, and control systemsAdvanced product development leadership skillsDemonstrates complex analytical and conceptual thinking, data drivenCreative problem solver who thrives when presented with a challenge,Experience in scheduling and capacity planning within an engineering environmentExcellent leadership and interpersonal skills, with the ability to motivate and manage a teamFamiliarity with industry standards, regulations, and compliance requirementsExcellent communication skills, both written and verbalOpen and engaging approach that motivates peopleHigh level communication skills, adept at speaking at different levels"
CNC Operator in Training,CenterLine (Windsor) Limited,"LaSalle, Ontario, Canada",Entry level,1 day ago,Full-time,Management and Manufacturing,Internet Publishing,"We have an exciting opportunity to join our Manufacturing Team as we are actively recruiting for a CNC Operator in Training responsible for the operation of a CNC machine in a production environment while training and developing the skillset of a CNC Machinist or General Machinist. The successful candidate will have the opportunity to apply for a position in the General Machinist Apprentice Program. This position reports to the Machining Department Group Leader.Our CompanyCenterLine (Windsor), Limited is a recognized leader in manufacturing standard configured products and custom designed resistance welding, spot welding, arc welding and metal working equipment. A dynamic vertically integrated family-owned business since 1957, CenterLine is proud to be recognized as one of Canada’s Best Managed companies. Our company is growing and offers additional career opportunities as you develop skills and gain experience. Please see our websiteCommitment to our PeopleYou belong here. You will gain extensive process and product experience to expand your knowledge and personal development in a family-oriented culture that promotes engagement and work/life balance.What We’re Looking ForLearn to setup, operate, and maintain CNC mills and CNC lathesComplete tasks and assignments within the trade under the direction of a Journeyperson, or independentlyUtilize the accepted principles of machine shop safetyLearn to select, use, and maintain trade related hand and bench tools, measuring instruments and devices Learn to interpret and use trade related reference charts and tables Apply the mentored principles of metal cutting to work pieces Read and interpret drawings, blueprints, and specificationsWhat You Need To SucceedSecondary School diplomaMechanical aptitude Manufacturing experience an assetAdditional BenefitsHealth, dental, vision careLife insuranceCompany matching pension planRetirement benefitsTuition reimbursementEmployee Profit Sharing BonusEmployee Assistance PlanWellness Committee Additional company perksCenterLine (Windsor) Limited is committed to having a workforce that is reflective of diversity, equity and inclusion and strongly encourages applications from qualified individuals from the designated groups.In accordance with the Accessibility for Ontarians Act, 2005 and the Ontario Human Rights Code, Centerline Windsor Limited will provide accommodations anytime throughout the recruitment process to applicants with disabilities. If selected to participate in the recruitment, process, please inform the Human Resources staff of the nature of any accommodation(s) that you may require.Powered by JazzHRFdxIfQ3N4Q"
CNC Millwork programmer,Peel HR,"Mississauga, Ontario, Canada",Entry level,1 day ago,Full-time,Engineering and Information Technology,Human Resources,"Job DescriptionWe are seeking a skilled CNC Millwork Programmer to join our team. As a CNC Millwork Programmer, you will be responsible for creating, optimizing, and maintaining CNC programs to produce high-quality millwork products. This role requires proficiency in CAD/CAM software, strong attention to detail, and the ability to interpret technical drawings accurately.Responsibilities:Program and operate CNC milling machines to produce millwork components according to technical drawings and specifications. Develop and optimize CNC programs using CAD/CAM software, ensuring efficient use of materials and minimizing waste. Collaborate with engineers and designers to review technical drawings, clarify specifications, and resolve any discrepancies. Set up CNC machines, including loading materials, selecting appropriate tools, and calibrating machine settings. Perform regular maintenance and troubleshooting on CNC equipment to ensure optimal performance and minimize downtime. Conduct quality inspections of finished millwork components to verify compliance with design specifications and quality standards. Document CNC programs, tooling setups, and production processes for future reference and continuous improvement. Train and mentor junior CNC operators on programming techniques, machine operation, and safety protocols. Stay updated on industry trends, advancements in CNC technology, and best practices in millwork fabrication. Requirements:Bachelor's degree in Mechanical Engineering, Manufacturing Technology, or a related field (preferred). Proven experience as a CNC Millwork Programmer or similar role in a manufacturing environment. Proficiency in CAD/CAM software (e.g., AutoCAD, SolidWorks, Mastercam) for creating and editing CNC programs. Strong knowledge of CNC machining principles, including toolpath generation, feeds and speeds optimization, and G-code programming. Excellent problem-solving skills and attention to detail. Ability to read and interpret technical drawings, blueprints, and schematics. Familiarity with woodworking materials, processes, and quality standards. Effective communication and teamwork skills. Commitment to safety and compliance with industry regulations. Willingness to work flexible hours as needed to meet production deadlines. Join our dynamic team and contribute to the production of high-quality millwork products using state-of-the-art CNC technology.Company DescriptionPeel HR is one of the fastest growing HR companies in the GTA. We pride ourselves in ensuring the right candidates are met with the right organizations. We have helped thousands of organizations find the ideal candidates. We are just a phone call away. We are not just an agency, but your staffing partner. We value your organizations needs, and we deliver.Do give us a call if you're interested we have multiple openings right now within Ontario, CanadaPlease visit us at : www.peelhr.com24/7 Number :+1-(647) 424-0399 & +1-647-557-2943Peel HR is one of the fastest growing HR companies in the GTA. We pride ourselves in ensuring the right candidates are met with the right organizations. We have helped thousands of organizations find the ideal candidates. We are just a phone call away. We are not just an agency, but your staffing partner. We value your organizations needs, and we deliver. Do give us a call if you're interested we have multiple openings right now within Ontario, Canada Please visit us at : www.peelhr.com 24/7 Number :+1-(647) 424-0399 & +1-647-557-2943"
Mechanical Process Engineer,Bakker Tailored Staffing,"Oshawa, Ontario, Canada",Associate,3 days ago,Contract,Engineering and Information Technology,Staffing and Recruiting,"Mechanical/Process Engineer [#2398] – Our client looking for an experienced Process Engineer to join their assembly operations. The main function of a mechanical engineer is to research and investigate the design, functionality and maintenance of mechanical products, equipment, systems and processes. A typical process engineer has the ability to make engineering drawings, and read and interpret blueprints.Compensation and Work Schedule- Term: Contract assignment; Open-Ended- Start date: Immediate- Work Schedule: 40 Hrs/wk; OT as required; 6:30AM - 2:30PM, Monday - Friday. Some weekends required to facilitate machine/equipment repair or installation.- Compensation: $49 - $54- Work location/environment: Oshawa ON; automotive assembly facility.Skills and Experience- Bachelor of Science in Engineering Required; electrical engineering, mechanical engineering, or computer science is preferred- 5-7 years' relevant working experience- MUST HAVE AUTOMOTIVE EXPERIENCE- Must have experience design tooling and running install contracts- Ability to make sketches, engineering drawings and common computations- Ability to read and interpret blueprints, technical drawing, schematics and computer-generated reports- Previous experience with computer applications and software related to engineering field, such as Computer Aided Design (CAD)- Must have shop floor experience- Some project management experienceResponsibilities- Lead rearrangement of existing manufacturing equipment including updates to layouts and guiding maintenance trades people- Write requirements for installation contracts for new manufacturing equipment- Research, design, develop, manufacture, and test tools, engines, machines and other mechanical devices- Research and analyze customer design proposals, specifications, manuals to determine time and cost feasibility to complete projects- Investigate equipment failures and difficulties to diagnose faulty operation and make recommendation to maintenance crew- Assist drafters in developing the structural design of products using tools, equipment or softwareRequired Conditions- Candidates must complete a background checkClient Summary - Our client is a global provider of transportation products and services, from their assembly lines to customers' driveways. This position is an exciting opportunity to join the company's assembly operations.#IND123"
Mechanical Design Engineer,H55,"Longueuil, Quebec, Canada",Mid-Senior level,4 days ago,Full-time,Engineering and Information Technology,Internet Publishing,"About H55As the technological spin-off of Solar Impulse, the first electric airplane to fly around the world, the mission of H55, is to make aviation clean, safe, and affordable.The company’s strengths and competencies lie in developing propulsion and energy storage solutions which are modular, lightweight, and certifiable.H55 is comforting its position as a major enabler in the electric aviation market by having integrated and flown 4 electric airplanes, having gained various Canadian customers and the recent announcement of a new facility in Longueuil.About The RoleIn the frame of its product development (Electric Propulsion System and Modular Battery Pack), H55 is searching for a Mechanical Design Engineer to work on the different components of the system, and notably with a focus on its Battery Module.You will have an opportunity to make a close collaboration with our dynamic production, which will be based in a state-of-the-art facility close by.You will be responsible for:As a Mechanical Design Engineer at H55, your primary mission is to craft cutting-edge products integral to our electric propulsion system.Your responsibilities will include:Design lightweight, manufacturing-optimized, and cost-efficient products, with a focus on Battery Module.Ensure designs to adhere to regulatory Aerospace agency rules, with a strong focus on industry safety and performance standards.Substantiate your designs with robust engineering practices and calculations.Review drawings, schematics, bills of material, and other documentation necessary to manufacture, test, install, and commission products.Define tests to guarantee the correlation and advancement of simulation models and technology de-risking & validation.Monitor and manage problem reports and change requests.Provide essential support to product production by analyzing deviation requests among other.Support supplier by addressing technical questions under general design guidelines.Your ProfileA university degree with 4-7 years of experience in designing and validating mechanical components and assemblies.Experience in mechanical design of Battery modules is a significant advantageFamiliarity with Airworthiness Certification Specifications (E.g. EASA CS-23 or FAA Part 23) and industry standards is an advantage (experience in another highly regulated domain is fine).Proficiency in CAD programs like Autodesk Inventor.Proven experience in FEA is appreciated, with mastering Ansys bundle as an asset.Knowledge in manufacturing processes with a focus on machining and plastic molding.Hands-on experience in prototyping, testing, and manufacturing.A motivated self-starter with a keen eye for organization and precision.A strong commitment to quality.Capability to work both independently and collaboratively in multidisciplinary teams.Fluent in both written and spoken English and French.This role may require rare travelling to our headquarters in Switzerland. We offer a highly dynamic and multicultural environment where you can grow and learn by working on ambitious challenges to shape the future of Electric Aviation. We hope this role sounds exciting and could be your next step, if so follow the steps to apply, we are looking forward to receiving your application.H55 is an equal opportunity employer and welcomes applications from all qualified individuals regardless of race, sex, disability, religion/belief, sexual orientation or age. All aspects of employment including the decision to hire, promote, discipline, or discharge, will be based on competence, performance, and business needs.Powered by JazzHRMp6SRm5ZB9"
Lead Manufacturing Process Engineer,Blackline Safety,"Calgary, Alberta, Canada",Mid-Senior level,1 week ago,Full-time,Engineering and Information Technology,"Technology, Information and Internet","Blackline Safety is hiring a Lead Manufacturing Process Engineer to join our team In Calgary, Alberta. The Lead Manufacturing Process Engineer will play a key part in driving and leading operational improvements, maintaining the operational gains achieved through continuous improvement, and in accelerating continuous improvement projects. Leading the Manufacturing Process Engineers, the Lead Manufacturing Process Engineer is responsible for leading a team responsible for ensuring factory capability for on-time, on-quality, on-cost delivery of product. Reporting to the Director, Manufacturing Process, the Lead Manufacturing Process Engineer will work collaboratively within the Manufacturing Engineering functions, and with other disciplines, to drive multiple initiatives to drive productivity and improvement activities required to sustain rapid growth and the support of new product launches.Who are you?You are highly motivated, independent, big-picture but attentive to details, and have a disciplined, collaborative approach to problem-solvingYou have a strong understanding of how systems interconnect, and can leverage data to drive intelligent decision-making and proactive response to predictively problem-solveYou have a broad range of experience in the electronics manufacturing and product assembly industriesYou have strong interpersonal skills and can cross functional boundaries to rapidly find and drive implementation of solutions to complex problemsYou are able to quickly and effectively prioritize activities for a team of engineers and technicians, acting decisively in uncertain situations and driving fast delivery of transformative resultsYou thrive working on multiple tasks simultaneously and adapt quickly and effectively to changing priorities in a fast-moving high-growth environment, without losing sight of strategic objectivesYou have a history of successes in a manufacturing environment, backed by your 10+ years of experience in electronics manufacturing, Engineering degree, and Lean Six Sigma accreditationYou are forward-thinking and see opportunity where others see barriersYou have high standards and are driven to improve every day, and motivate others to strive to do the same, with a focus on exceeding customer needsYou are hands-on and prepared to get involved with all aspects of operations with a can-do attitude and collaborative spiritResponsibilitiesLead and develop technical team responsible for factory manufacturing capacity, yield, and productivity, and act as a champion for continuous improvement activitiesEngage with Product Development and other disciplines to complete root-cause analyses of issues in product or process and ensure resolutionChampion initiatives to bring in new technologies and oversee capital projects to deliver step-change gains in productivity, capacity, efficiency, and qualityEnsure Manufacturing Process team delivers on manufacturing process readiness for new product introduction launchesManage development of documentation, procedures, and processes to standardize and improve manufacturing operations, and champion change management structureDevelop or source fixturing, tools, and other equipment to aid in manufacturing tasksCreate new organizational structures and policies to develop departmental maturity and support organizational development initiativesRequired SkillsExceptional knowledge in mechanical, electronics, and process design and troubleshootingThorough knowledge of volume electronics and electronics assembly industry best-practicesProven successes in manufacturing line design and operations managementSuccessful history of leading engineering teams or managing projectsAbility to rapidly and strategically prioritize and balance conflicting prioritiesExceptional ability to communicate clearly and effectively in English Experience in a Lean Manufacturing environment and Six Sigma accreditation, with demonstrated successes in applying tools and ability to mentor others in their usageData acquisition and analysis experience using databases and complex data structuresExperience with gas detection, PCBA manufacturing, product design, project management, quality assurance, injection molding, radio technologies, and metalwork are all assetsAbout Blackline SafetyBlackline Safety is a world leader in the development and manufacturing of wirelessly connected safety products. We offer the broadest and most complete portfolio available in the industry. Our products are designed to save lives and we monitor personnel working alone in populated areas, complex indoor facilities, and the remote reaches of our planet. Blackline’s products are used to keep people safe in the event of falls, missed check-ins, man-downs, and exposure to explosive or toxic gas. Our design, development, sales, marketing, support, and production are all performed in-house at our headquarters in Calgary, AB. Blackline Safety is a publicly traded company.Blackline Safety is powered by the diversity of our talented employees. We are an equal opportunity employer. We consider all applicants, regardless of age, religion, race, color, ancestry, gender, gender identity or expression, disability, national origin, race, or sexual orientation. We enthusiastically encourage all individuals to apply for positions that fit their passions."
