Job role,Company,Location,Experience Level,Posted time ago,Job Type,Job Function category,Industry Category,Job Description
Health Care Aide - Repost,Winnipeg Regional Health Authority (WRHA),"Portage la Prairie, Manitoba, Canada",Entry level,4 days ago,Part-time,Health Care Provider,Hospitals and Health Care,"Requisition ID: 355579Competition #: SS-24-239Position Control #: 221715921070N253-29Posting End Date: Open Untl FilledCity: Portage la PrairieEmployer: Southern Health-Santé SudSite: Southern Health-Santé Sud - Douglas Campbell LodgeDepartment / Unit: NursingJob Stream: ClinicalUnion: CUPEAnticipated Start Date:  To be determinedFTE: 0.70Anticipated Shift: Days/Evenings/WeekendsDaily Hours Worked:  7.75 hour shiftsWage Rate: As Per CUPE Collective AgreementShared Health leads the planning and coordinates the integration of patient-centered clinical and preventive health services across Manitoba. The organization also delivers some province-wide health services and supports centralized administrative and business functions for Manitoba health organizations.Position SummaryUnder the leadership and direction of the Registered Nurse, Licensed Practical Nurse or Registered Psychiatric Nurse as team leaders, the Health Care Aide assists residents and patients in meeting their personal activity of daily living needs as identified within an established care plan. Within the core values of Respect, Integrity, Compassion and Excellence, care is provided according to SH-SS policies and procedures in meeting established standards of practice, including but not limited to professional standards of practice, Accreditation Canada Standards, Personal Care Home Standards, and legislative requirements.The incumbent exercises the appropriate Medium level of initiative and independent judgment in determining work priorities, work methods to be employed and action to be taken on unusual matters. The position functions in a manner that is consistent with the mission, vision and values; and the policies of Southern Health-Santé Sud.QualificationsMinimum Grade 12Health Care Aide Certificate from recognized programOther combinations of education and experience may be considered1 – 2 years experience working in a health care setting preferred1 – 2 years experience preferably caring for elderly or disabled clients preferredDemonstrated competencies with Southern Health-Santé Sud core values of Respect, Integrity, Compassion and ExcellenceAble to organize and prioritize assigned workloadEffective verbal and written communication skillsAbility to perform as a team member and seek assistance as neededAble to read, write, speak and understand EnglishAble to interact well with othersGood physical health and able to lift and move heavy clientsAbility and willingness to work in stressful environments that may include aggressive and/or agitated individualsAbility to provide care within a culturally appropriate mannerGiven the cultural diversity of our region, the ability to respect and promote a culturally diverse population is requiredProficiency of both official languages is essential for target and designated bilingual positionsDemonstrated ability to meet the physical and mental demands of the jobDemonstrated ability to respect confidentiality including paper, electronic formats and other mediumsGood work and attendance recordConditions Of EmploymentCompletes and maintains a satisfactory Criminal Record Check, Vulnerable Sector Search, Adult Abuse Registry Check and Child Abuse Registry Check, as appropriate.All Health Care workers are required to be immunized as a condition of employment in accordance with Southern Health-Santé Sud policy. We have a unique ability to work together to make health care better. If you want to make a difference and contribute to supporting the health of your family, friends and neighbours, please apply today.Interested candidates should select the ""Apply"" icon below to upload their cover letter, resume and copy of licenses/certification. This position requires a current satisfactory Criminal Records Check (including Vulnerable Sector Search), Child Abuse Registry Check and Adult Abuse Registry Check as conditions of employment. The successful candidate will be responsible for any service charges incurred. A security check is considered current if it was obtained no more than six (6) months prior to the start of employment. Please note that an employee is not permitted to hold two or more positions in Shared Health that combine to equal more than 1.0 FTE.Shared Health values and supports employment equity and workplace diversity and encourages all qualified individuals to apply. We thank all applicants but only those selected for an interview will be contacted.We welcome applications from people with disabilities. Accommodations are available upon request during the assessment and selection process."
Care Coordinator,Dialogue,Canada,Entry level,5 days ago,Part-time,Other,Health and Human Services,"Your role as Care CoordinatorDialogue is looking for a care coordinator to take part in our mission to help people improve their wellbeing. Working closely with the Team Lead of Care Coordinators, your role will be to act as a primary point of contact for our members to support operations throughout the day. Want to join our exceptional multidisciplinary team in an evolving industry? Good news, we saved you a seat!What You’ll Be DoingWelcoming new patients to the program and accompanying them on their journeyVerifying and following up on active cases and assisting practitioners in their administrative tasksFinding the best resource for the patient to deliver a memorable experienceHelping the patient navigate our platform and the public and private health care system Critically reviewing our program and generating ideas to optimize our processes and patient experience Committed to ensuring total customer satisfactionWe’d love to hear from you, if you have:A passion for health, quality of care and improving team processes and understanding A strong sense of empathy, time management, critical thinking, attention to detail and excellent customer service Strong communication skillsEducation or work experience in a health related field is an assetAvailability to work evenings and alternate weekendsStrong computer skillsKnowledge of the public health system (an asset)Please note that as we serve customers across Canada, bilingualism is essential for this position. You may be required to communicate in French and English.At Dialogue, your well-being is our priorityTaking care of others also means taking care of our team. We’ve got you covered!A fully funded benefits plan for our part-time (21+ hrs) and full-time employeesUnlimited access to a variety of Dialogue's programs for you and your immediate family 4 weeks of vacation, 9 wellness days, and 1 paid volunteer day for our full-time employeesA team of bright, hard-working, and caring people to foster your growth!About DialogueDialogue is the #1 virtual care provider in Canada. We’ve helped more than 48,000 organizations up their wellness game through our Integrated Health Platform™, which offers a wide range of services, including primary care, mental health, employee assistance program (EAP), and wellness. Discover the true definition of humanized healthcare™ with our team to guide you at every step of the way.Come as you are. As a proud equal opportunity employer, Dialogue is dedicated to creating a diverse and inclusive workplace for everyone. Qualified applicants will be considered regardless of citizenship, ethnicity, race, colour, religion, gender, gender identity or expression, sexual orientation, disability, age, or veteran status. Applicants who require specialized accommodation are encouraged to contact accessibility@dialogue.co."
Dietary Aide- Part Time,Southbridge Care Homes,"Port Hope, Ontario, Canada",Entry level,4 days ago,Part-time,Health Care Provider,Internet Publishing,"Home: Hope Street Terrace Location: Port Hope, ONPosition: Dietary Aide, Part Time“The kitchen is the heart of every home!”Southbridge Care Homes is looking for a qualified Dietary Aide to become part of a dynamic Food and Nutrition Department team that ensures our Residents are provided with nutritious and delicious meals, that are prepared and served with love. If you are ready to be part of a great team that is passionate about their work and improving the lives of our Residents, this is the role for you!Duties And ResponsibilitiesEnsuring food is handled in a safe manner, including proper storage and labelingAssisting cooks in basic food preparationExecuting proper food service in relation to internal and external guidelines and protocolsServing meals according to Resident diet ordersWashing, cleaning and maintaining the kitchen and dining roomQualifications Must possess a Food Handler's Certificate Preference will be given to individuals who have previous experience in the food service industry and working with seniors Demonstrates excellent customer service skills Must be physically able to lift and transfer heavy, hot items and stand/walk for majority of shift Proficiency in a second language is considered an asset.  Must provide a complete and current (within six months) Vulnerable Sector Check, or be willing to obtain oneSouthbridge Care Homes welcomes those applicants with disability-related needs and those whom need for accommodation in the recruitment process. Please provide notice of your need for accommodation to the hiring manager upon scheduling of an interview. To know more about Southbridge culture, please visit here.Powered by JazzHRBtNPRraJ95"
Health Care Aide - HCA,Retirement Concepts,"Williams Lake, British Columbia, Canada",Entry level,5 days ago,Full-time,Health Care Provider,Hospitals and Health Care,"This position is covered under the Single Site Order. Please note the wage is currently being adjusted and topped up by the government as per the Single Site Order. The displayed wage is therefore reflective of such initiative.Licensed Practical NurseAbout UsAt Retirement Concepts and West Coast Seniors Housing Management we see our communities as a family and we are equally committed to our residents and our staff. We provide an engaging work environment and treat each other with respect and dignity. We invest in the growth and development of our teams to actively participate in the creation of memories and moments that matter to our residents.About The RoleThe Health Care Aide (HCA) reports to the Director of Care and/or designate and provides person served holistic and quality care. The HCA at our communities is an integral member of the team, performing their role in accordance with established policies and procedures, while maintaining the rights of residents and ensuring they are treated with respect and dignity.ResponsibilitiesInclude but not limited to; Follows established care plans. Provides personal care for our residents from admission or transfer including; bathing, grooming, dressing, assists with meals, oral hygiene and performing other care duties as applicable. Responds to call bells/alarms. Observes and monitors residents progress, symptoms and behavioral changes and reports significant observations. Utilizes proper safety protocols when operating mechanical aides such as specialty beds, wheelchairs, and stretchers to transport residents. Aids with lifting and/or transferring of residents by following established lifting/safety techniques. Provides residents with nutritional assistance (e.g. meals, nourishment and tray service, assists residents to eat as needed). Assists residents to and from dining areas in accordance with meal service schedules. Reports any appetite/fluid/food intake changes or concerns immediately to the nurse. Encourages resident participation in food service and clean up. Performs laundry of resident’s personal clothing as required. Involves the resident in organizing and maintaining their home environment, ensuring it is done according to the residents’ wishes and needs. Attends and participates in community and education programs. Required to work positively and collaboratively with all team members and supervisors. Performs other related duties as required.Qualifications Graduate from a recognized Care Aide Program. An active registration with the British Columbia Care Aide & Community Health Worker Registry. Food Safe Level 1 Certificate an asset. Medication Administration Certification an asset. Previous experience in a long term care facility an asset. Demonstrates ability to provide compassionate and empathetic care. Ability to read, write and speak English proficiently and understand verbal and written instructions.8 . All successful applicants must pass the vulnerable sector Criminal Record Check applicable to Provincial guidelines. Must be in good health, physically able to perform repetitive tasks, lift, squat, bend, stand and walk as required to perform the duties of the position. Retirement Concepts and West Coast Seniors Housing Management  is an equal opportunity employer."
Physiotherapist,ParaMed Home Health Care,"Newmarket, Ontario, Canada",Mid-Senior level,3 days ago,Part-time,Health Care Provider,Hospitals and Health Care,"Job DescriptionAs a Physiotherapist, you are responsible for the assessment of neuromuscular, musculoskeletal and cardiorespiratory systems and the treatment, rehabilitation and prevention of an injury or pain. The goal is to develop, maintain, rehabilitate, or augment function and promote mobility. Care will take place within a residential or institutional setting with referrals generated by a variety of sources. Client groups receiving treatment may include pediatrics for in home or school services and/or adults with medical/health concerns.Sign-on bonus - Up to $1000.00Why You’ll Love Working HereBest in class training and development programsCelebration and Recognition programsPart time and Full-time opportunities and flexible scheduling optionsComprehensive health and dental benefit plansCompany paid mobile devicesMileage compensationEmployee perks and exclusive offersWhat You’ll Do­­Conduct initial client assessments, identification of problems, and establishment of goals and treatment plansDevelop client-centered plans with clients, inter-professional team and other stakeholdersEngage clients using a collaborative approach, build rapport and trust, and achieve a mutual understanding and agreement related to the services to be providedMaintain professional client records related to client encounters and plansWork collaboratively with a multi-disciplinary team consisting of government agencies, healthcare workers, and other community resourcesWhat You BringBachelor's degree in PhysiotherapyRegistered and in good standing with the College of Physiotherapists of OntarioWillingness to travel to and from client’s residences within a designated areaValid driver license and access to a vehicle to travel to and from patient’s residences within a geographical areaTime TypePart timeJoin us as we continue our 40-year tradition to help people live better and provide the most compassionate care possible! Join a winning team and let’s succeed together!ParaMed Home Health Care accommodates the needs of job applicants throughout its recruitment and selection processes upon request."
Continuing Care Assistant,Saskatchewan Health Authority,"Kindersley, Saskatchewan, Canada",Entry level,5 days ago,Part-time,Other,Hospitals and Health Care,"Job DescriptionProvides personal care and activities of daily living for clients/patients/residents to encourage optimum level of functioning. Supports clients/patients/residents in meeting their physical, emotional, psychological and spiritual needs.Job QualificationsRequired QualificationsContinuing Care Assistant certificateExperiencePrevious: No previous experience.Knowledge, Skills And AbilitiesAbility to work independentlyBasic computer skillsCommunication skillsFood Safe CertificateInterpersonal skillsOrganizational skillsValid drivers license, where required by the jobOther InformationThe official job descriptions are found on the Provider Group website, http://www.working-for-health.ca/supportjobevaluation/Additional InformationThe Saskatchewan Health Authority (SHA) requires a criminal record check (CRC) from every potential SHA team member. The CRC must be dated within the past six (6) months and be satisfactory to the SHA. A vulnerable sector check (VSC) is required for individuals providing patient/resident/client care to vulnerable persons. Internal candidates may be required to provide a CRC and/or VSC during the recruitment and selection process. We work together to improve our health and well-being. Every day. For everyone. The SHA is committed to building a representative, diverse, inclusive and culturally responsive workforce. We are committed to the Truth and Reconciliation Calls to Action. We work in the spirit of truth and reconciliation acknowledging Saskatchewan as the traditional territory of First Nations and Metis people. � Part Time Employees: Scheduled hours of work may be reduced during the rotation stipulated when a statutory holiday is recognized during that period. � Continuing Care Assistant from SK Polytechnic; or Health Care Aide Certificate from SK Indian Institute of Technology (SIIT); or Personal Care Aide Certificate from Saskatoon Business College (SBC); or an equivalent program. � May consider hiring untrained resident attendants who will be required to obtain the SK Polytechnic Continuing Care Assistant Certificate or an equivalent program as identified above within two (2) years at her/his own expense. Untrained applicants enrolled in the CCA certificate program and who have completed the personal care course are preferred.Geographic Location: KindersleyExpected Start Date: April 2, 2024Expected Up To Date: August 31, 2024FTE®: 0.61"
Continuing Care Assistant,Saskatchewan Health Authority,"Kindersley, Saskatchewan, Canada",Entry level,5 days ago,Part-time,Other,Hospitals and Health Care,"Job DescriptionProvides personal care and activities of daily living for clients/patients/residents to encourage optimum level of functioning. Supports clients/patients/residents in meeting their physical, emotional, psychological and spiritual needs.Job QualificationsRequired QualificationsContinuing Care Assistant certificateExperiencePrevious: No previous experience.Knowledge, Skills And AbilitiesAbility to work independentlyBasic computer skillsCommunication skillsFood Safe CertificateInterpersonal skillsOrganizational skillsValid drivers license, where required by the jobOther InformationThe official job descriptions are found on the Provider Group website, http://www.working-for-health.ca/supportjobevaluation/Additional InformationThe Saskatchewan Health Authority (SHA) requires a criminal record check (CRC) from every potential SHA team member. The CRC must be dated within the past six (6) months and be satisfactory to the SHA. A vulnerable sector check (VSC) is required for individuals providing patient/resident/client care to vulnerable persons. Internal candidates may be required to provide a CRC and/or VSC during the recruitment and selection process. We work together to improve our health and well-being. Every day. For everyone. The SHA is committed to building a representative, diverse, inclusive and culturally responsive workforce. We are committed to the Truth and Reconciliation Calls to Action. We work in the spirit of truth and reconciliation acknowledging Saskatchewan as the traditional territory of First Nations and Metis people. � Part Time Employees: Scheduled hours of work may be reduced during the rotation stipulated when a statutory holiday is recognized during that period. � Continuing Care Assistant from SK Polytechnic; or Health Care Aide Certificate from SK Indian Institute of Technology (SIIT); or Personal Care Aide Certificate from Saskatoon Business College (SBC); or an equivalent program. � May consider hiring untrained resident attendants who will be required to obtain the SK Polytechnic Continuing Care Assistant Certificate or an equivalent program as identified above within two (2) years at her/his own expense. Untrained applicants enrolled in the CCA certificate program and who have completed the personal care course are preferred.Geographic Location: KindersleyExpected Start Date: March 19, 2024FTE®: 0.52"
General Duty Nurse (N2) - Child Health - CK3 Surgery,Winnipeg Regional Health Authority (WRHA),"Winnipeg, Manitoba, Canada",Mid-Senior level,4 days ago,Full-time,Health Care Provider,Hospitals and Health Care,"Requisition ID:  355515 Position Number:  20005949 Posting End Date:  March 16, 2024 City:  Winnipeg Employer:  Shared Health Site:  Health Sciences Centre Department / Unit:  CK3 - Pediatric Surgery Job Stream:  Clinical Union:  MNU Anticipated Start Date - End Date:  03/25/2024  -  11/03/2024 Reason for Term:  Maternity Leave FTE:  1.00 Anticipated Shift:  Days;Nights;Weekends Work Arrangement:  In Person Daily Hours Worked:  11.63 Annual Base Hours:  2015Shared Health leads the planning and coordinates the integration of patient-centered clinical and preventive health services across Manitoba. The organization also delivers some province-wide health services and supports centralized administrative and business functions for Manitoba health organizations.The successful applicant may be eligible for an annual full-time incentive of up to $2,000 each year until 2024 as per MOU #31 of the current MNU collective agreement.Position OverviewUnder the general supervision of the Manager, Patient Care, the Registered Nurse (RN) is responsible for providing professional registered nursing services for patients, including those with complex and unpredictable health needs. These services include independent nursing services, administration of prescribed medical treatments, a leadership role within the healthcare team, and facilitating coordination of patient care and discharge. Demonstrates a commitment to the vision, values, goals, and objectives of the region/facility/unit.ExperienceRecent pediatric surgery and burn experience preferred.Education (Degree/Diploma/Certificate)Graduate of an approved Registered Nursing education program required.Successful completion of a relevant post basic program may be required.Certification/Licensure/RegistrationResponsible for maintaining and providing proof of registration with the College of Registered Nurses of Manitoba (CRNM).Active participation in professional associations e.g. Association of Regulated Nurses of Manitoba (ARNM) preferred.Cardiopulmonary Resuscitation (CPR) training requirements for this position shall be in accordance with the applicable policy.Qualifications And Skills Knowledge of:College of Registered Nurses of Manitoba Standards of Practice for Registered Nurses.Canadian Nurses Association Code of Ethics for Registered Nurses.Scope of practice as documented in the Regulated Health Professions Act (RHPA).Regional/Facility/Unit policies, procedures, protocols, and guidelines.Nursing care knowledge related to clinical area.Personal Health Information Act (PHIA), Protection of Persons in Care Act, Mental Health Act, Workplace Hazardous Material Information System (WHMIS), Principles of Routine Practices (Universal Precautions) and other legislated acts.Roles and responsibilities of members of the healthcare team.Principles of delegation.Demonstrated effective oral and written communication skills.Preference will be given to those applicants competent in an Indigenous language and/or knowledge in Indigenous customs, traditions and values.Demonstrated critical thinking/problem-solving skills.Ability to prioritize care for an individual patient or group of patients.Ability to respond to a variety of simultaneous demands.Ability to recognize and pursue self-development opportunities.Ability to perform independently and as a member of the healthcare team.Ability to adapt quickly to changing situations.Ability to maintain concentration with frequent interruptions.Ability to function in a demanding and stressful environment.Proficient with computers, software programs, and applications such as Windows and Word processing, spreadsheets, and databases.The successful applicant must demonstrate medication calculation competency during orientation as per Children’s Hospital Policy No. 100.30.109.Physical RequirementsGood physical and mental health.Moderate to heavy physical effort required. This term position may end earlier as outlined in your collective agreement. We have a unique ability to work together to make health care better. If you want to make a difference and contribute to supporting the health of your family, friends and neighbours, please apply today.Interested candidates should select the ""Apply"" icon below to upload their cover letter, resume and copy of licenses/certification. This position requires a current satisfactory Criminal Records Check (including Vulnerable Sector Search), Child Abuse Registry Check and Adult Abuse Registry Check as conditions of employment. The successful candidate will be responsible for any service charges incurred. A security check is considered current if it was obtained no more than six (6) months prior to the start of employment. Please note that an employee is not permitted to hold two or more positions in Shared Health that combine to equal more than 1.0 FTE.Shared Health values and supports employment equity and workplace diversity and encourages all qualified individuals to apply. We thank all applicants but only those selected for an interview will be contacted.We welcome applications from people with disabilities. Accommodations are available upon request during the assessment and selection process."
Executive Administrative Team Lead,PointClickCare,"Mississauga, Ontario, Canada",Mid-Senior level,19 hours ago,Full-time,Information Technology,Software Development,"For more than 20 years, PointClickCare has been the backbone of senior care. We’ve amassed the richest senior care dataset making our market density untouchable and our connections to the healthcare ecosystem exponentially more powerful than those of any other platform.With Collective Medical & Audacious Inquiry, we’ve become the most expansive, full-continuum care collaboration network, offering care teams immediate, point-of-care access to deep, real-time insights at every stage of a patient’s journey.For more information on PointClickCare, please connect with us on Glassdoor and LinkedIn.Job SummaryThe main responsibility of the role is to build morale and advocate for the EA team, provide coaching and development support, manage the development budget and planning, schedule team building and off-site events, manage eligibility for new executives, ensure coverage for time off, review and recommend changes to processes, provide coverage if required, and participate in performance calibration across the team.Key ResponsibilitiesWill support and provide coaching, development and career planning where required for the EA team. Define the EA model and criteria for support. Create standards and processes for EA support and identify efficiencies, coverage and opportunities to support with scale.Create a calendar of events for training, offsites and teambuilding. Manage a budget for the team. Influence and negotiate support and coverage with senior executives. Assign support and manage changes across the team. Resolve challenges and advocate for the EA team. Required Experience & Skills10+ years EA experienceStrong communication and influence skillsLeadership skills Strong EQ and problem solving skills Preferred ExperienceMember of IAAP (International Association of Admin Professionals)HR experienceIt is the policy of PointClickCare to ensure equal employment opportunity without discrimination or harassment on the basis of race, religion, national origin, status, age, sex, sexual orientation, gender identity or expression, marital or domestic/civil partnership status, disability, veteran status, genetic information, or any other basis protected by law. PointClickCare welcomes and encourages applications from people with disabilities. Accommodations are available upon request for candidates taking part in all aspects of the selection process. Please contact recruitment@pointclickcare.com should you require any accommodations.When you apply for a position, your information is processed and stored with Lever, in accordance with Lever’s Privacy Policy. We use this information to evaluate your candidacy for the posted position. We also store this information, and may use it in relation to future positions to which you apply, or which we believe may be relevant to you given your background. When we have no ongoing legitimate business need to process your information, we will either delete or anonymize it. If you have any questions about how PointClickCare uses or processes your information, or if you would like to ask to access, correct, or delete your information, please contact PointClickCare’s human resources team: recruitment@pointclickcare.comPointClickCare is committed to Information Security. By applying to this position, if hired, you commit to following our information security policies and procedures and making every effort to secure confidential and/or sensitive information.At PointClickCare, base salary is one of the many components that make up our total rewards package. The Canada base salary range for this position is $92,000 - $104,000 + bonus + benefits. Our salary ranges are determined by job and level. The range displayed on each job posting reflects the target for new hire salaries for the position across all Canada locations. Within the range, individual compensation is determined by job-related skills and knowledge, relevant experience including professional and lived experience, and/or work location. Your recruiter can share more information about our total rewards package during the hiring process."
Health Care Aide,Winnipeg Regional Health Authority (WRHA),"Winnipeg, Manitoba, Canada",Entry level,3 days ago,Full-time,Health Care Provider,Hospitals and Health Care,"Requisition ID:  355535 Position Number:  20083391 Posting End Date:  March 19, 2024 City:  Winnipeg Employer:  Winnipeg Regional Health Authority Site:  Grace Hospital - 2 South Department / Unit:  Ortho Trauma Job Stream:  Clinical Union:  CUPE Anticipated Start Date - End Date:  04/26/2024 - 02/02/2025 Reason for Term:  Other Leave FTE:  0.50 Anticipated Shift:  Days;Nights;Weekends Work Arrangement:  In Person Daily Hours Worked:  11.63 Annual Base Hours:  2015 Salary:  $20.090 , $20.694 , $21.314 , $21.952 , $22.612 , $23.291 , $23.990Grow your career in the Winnipeg Health Region! Our team provides a spectrum of health care services through an integrated network of sites, services and organizations. We’re united by a shared commitment to excellent and equitable health care.Position OverviewUnder the general supervision of the Manager of Patient Care, Registered Nurse, Registered Psychiatric Nurse, and/or Licensed Practical nurse, the Health Care Aide acts as a member of the health care team, assisting with patient care and providing basic supportive care as directed. The Health Care Aide demonstrates a commitment to the vision, values, goals, and objectives of the region/facility/unit.ExperiencePrevious patient care experience preferred.Education (Degree/Diploma/Certificate)Minimum Grade 10 education, Manitoba standards, required.Successful completion of a recognized Health Care Aide course required.Certification/Licensure/RegistrationNot ApplicableQualifications And Skills Knowledge of:Information and/or training will be provided within the probation period for the following:Personal Health Information Act (PHIA), Workplace Hazardous Material Information System (WHMIS) and Principles of Routine Practices (Universal Precautions).Regional, site and unit policies and procedures.Roles and responsibilities of members of the health care team.Excellent command of the English language (both oral and written).Preference will be given to those applicants competent in an Indigenous language and/or knowledge in Indigenous customs, traditions and values.General skills and ability to perform all tasks and responsibilities relevant to the duties of the position.Ability to organize and prioritize assigned workload.Ability to recognize and pursue self-development opportunities.Effective verbal and written communication skills.Ability to respond to a variety of simultaneous demands.Ability to perform as a team member and seek assistance as necessary.Physical RequirementsPosition involves extensive physical activity such as lifting, transferring and transporting patients and equipment. This term position may end earlier as outlined in your collective agreement.  This position requires a current satisfactory Criminal Records Check (including Vulnerable Sector Search), Child Abuse Registry Check and Adult Abuse Registry Check as conditions of employment. The successful candidate will be responsible for any service charges incurred. A security check is considered current if it was obtained no more than six (6) months prior to the start of employment. Please note that an employee is not permitted to hold two or more positions across the WRHA legal entity that combine to equal more than 1.0 EFT. The WRHA legal entity includes Churchill Health Centre, Deer Lodge Centre, Grace Hospital, Middlechurch Home of Winnipeg, Pan Am Clinic, River Park Gardens, Victoria General Hospital, WRHA corporate programs, and WRHA community health services. Effective April 1, 2024, Golden West Centennial Lodge will also be part of the WRHA legal entity.Interviewed candidates may be called upon to participate in a skills assessment.Any application received after the closing time will not be included in the competition.We welcome applications from people with disabilities. Accommodations are available upon request during the assessment and selection process."
Health Care Aide,Winnipeg Regional Health Authority (WRHA),"Winnipeg, Manitoba, Canada",Entry level,4 days ago,Full-time,Health Care Provider,Hospitals and Health Care,"Requisition ID:  355461 Position Number:  20027255 Posting End Date:  March 19, 2024 City:  Winnipeg Employer:  Riverview Health Centre Site:  Riverview Health Centre Department / Unit:  HCA Relief and Casuals Job Stream:  Clinical Union:  CUPE Anticipated Start Date - End Date:  ASAP - Indefinite Reason for Term:  Other Leave FTE:  0.60 Anticipated Shift:  Evenings Daily Hours Worked:  7.75 Annual Base Hours:  2015 Salary:  $20.090 , $20.694 , $21.314 , $21.952 , $22.612 , $23.291 , $23.990Grow your career in the Winnipeg Health Region! Our team provides a spectrum of health care services through an integrated network of sites, services and organizations. We’re united by a shared commitment to excellent and equitable health care.Position OverviewUnder the supervision of the Patient Care Manager, and under the direction of the Registered Nurse, the Health Care Aide (HCA) acts as a member of the interdisciplinary health care team, assisting with patient/resident care and providing basic supportive services as delegated. The Health Care Aide demonstrates a commitment to the vision, values, goals and objectives of the region and Riverview Health Centre.Experience1 year previous experience in providing rehabilitative, long term care or chronic care to patients/residents is preferred.Education (Degree/Diploma/Certificate)Grade X.Health Care Aide Certificate from a recognized institution required.Qualifications And SkillsKnowledge of basic nursing care principles, techniques and procedures.Knowledge of Personal Health Information Act (PHIA), Workplace Hazardous Material Information System (WHMIS), Principles of Routine Practices and other relevant Workplace Safety and Health requirements/responsibilities.Knowledge of regional, site and work area policies and procedures.Knowledge of roles and responsibilities of members of the health care team.Skill in providing specialized and/or long term nursing care to patient/residents.Skill in application of appropriate techniques for patient/resident lifting, transferring and mobilization.Basic computer and keyboarding skills.Ability to express ideas and thoughts in English both verbally and in written formats.Ability to listen and comprehend effectively.Ability to select and use appropriate communication methods pertinent to the situation.Ability to follow directions.Ability to organize workload and set priorities.Ability to maintain confidentiality.Ability to work safely without injury to self, to patients/residents, or to other staff.Ability to establish and maintain positive interpersonal relationships with patients/residents, family members and coworkers.Physical RequirementsPhysical and mental health to fulfill the responsibilities of the position. This term position may end earlier as outlined in your collective agreement.  This position requires a current satisfactory Criminal Records Check (including Vulnerable Sector Search), Child Abuse Registry Check and Adult Abuse Registry Check as conditions of employment. The successful candidate will be responsible for any service charges incurred. A security check is considered current if it was obtained no more than six (6) months prior to the start of employment. Please note that an employee is not permitted to hold two or more positions across the WRHA legal entity that combine to equal more than 1.0 EFT. The WRHA legal entity includes Churchill Health Centre, Deer Lodge Centre, Grace Hospital, Middlechurch Home of Winnipeg, Pan Am Clinic, River Park Gardens, Victoria General Hospital, WRHA corporate programs, and WRHA community health services. Effective April 1, 2024, Golden West Centennial Lodge will also be part of the WRHA legal entity.Interviewed candidates may be called upon to participate in a skills assessment.Any application received after the closing time will not be included in the competition.We welcome applications from people with disabilities. Accommodations are available upon request during the assessment and selection process."
Personal Support Worker,Southbridge Care Homes,"Plantagenet, Ontario, Canada",Mid-Senior level,1 day ago,Part-time,Other,Internet Publishing,"Adaptable, understanding, compassionate, motivated, honest, loving. This is a PSW.Home: PinecrestLocation: Plantagenet, ONJob Role: Personal Support WorkerReady to be part of a team that will truly value your hard work, dedication and effort? Are you passionate about providing the highest quality of care to residents? If you are, we want to hear from you!Our PSW team provides direct personal and nursing care to residents to fulfill the physical, intellectual, emotional, social and spiritual needs of our residents.As a PSW at Plantagenet location, you will:Assist in providing direct care for residents.Provide emotional and social support to residents/families, including palliative care.Work with multi-disciplinary team members to meet the needs of residents.Support your team!The ideal candidate for our team will have the following qualifications and skills:PSW Program Certificate or Diploma that meets the appropriate standards established by the Ministry of Training, Colleges and Universities, the National Association of Career Colleges, or the Ontario Community Support Association.Has passion and heart for providing quality care.Knowledge and experience in care planning systems and documentation required.Ability to communicate positively with other staff, residents and families.Must be bilingual - English and French.Interested applicants should send their resumes through this posting. We would like to thank all applicants for your interest in working as part of our team! Only those applicants selected to move forward in the recruitment process will be contacted.Southbridge Care Homes welcomes those applicants with disability related needs and those whom a need for accommodation in the recruitment process. Please provide notice of your need for accommodation to the hiring manager upon scheduling of an interview.Powered by JazzHR2tXSOWkiib"
Dialysis US RN,KYND International,"Toronto, Ontario, Canada",Not Applicable,4 days ago,Full-time,Health Care Provider,Staffing and Recruiting,"Are you a Registered Nurse who specializes in Dialysis care and looking for an opportunity to work in the United States?We are offering 2 year work authorizations with options to renew indefinitely. We handle all immigration, credentialing and certification for every nurse. We're dedicated to connecting qualified and passionate professionals with organizations that value expertise. $20,000.00 sign on bonus and $5,000.00 for relocation reimbursement. You must be a Canadian or Philippine citizen You must have your NCLEX. You may need an English course such as PTE or IELTS if your education for RN was in a non-English speaking country.Position Summary:Assessing patient condition, preparing them for the procedure, answering to patient inquiries, assessing response to dialysis treatment, collaborating with doctors, and educating patients on their conditions.Position Requirements:Must have current Registered Nurse LicensureSuccessfully passed the National Council Licensure Exam-RN (NCLEX-RN)Must obtain ACLS & American Heart Association Basic Life Support (BLS) within 6 months of hire"
